id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
67,where did harold go to after he decided to meet with snorro ?,explicit,"so he made haste to hire a boat , and soon he was speeding over the tossing waters on his way to the island of hoy . when he arrived there he hurried up the lonely valley to where the dwarfie stone stood , and he had no difficulty in finding its uncanny occupant , for snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun . a curious smile crossed his face when , hearing the sound of approaching footsteps , he turned round and his e",the island of hoy .,the dwarfie stone .,snorro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.04186576731652839,"[0.5, 1.0, 1.0, 1.0]",0.049787068367863944,0.25,1,4,0.768677830696106,0.7805796265602112,-0.97361445,-1.1115876
68,who had a crown of gold and pearls upon her head and her wrinkles all gone ?,implicit,"one night the prince returned after a longer chase than usual , and he was so tired that he went up straight to bed . suddenly he was awakened by a strange noise in the room , and suspecting that a robber might have stolen in , he jumped out of bed , and seized his sword , which lay ready to his hand . then he perceived that the noise proceeded from the next room , which belonged to the princess , and was lighted by a burning torch . creeping softly to the door , he peeped through it , and behel",the gentleman 's wife .,his wife .,the princess,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.16954225822593183,"[0.6666666666666666, 0.5, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.38753858253732953,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.8365274667739868,0.8531824350357056,-1.0413901,-0.65084666
69,why didn't the widowed mistress tease the old woman anymore ?,implicit,""" oh , sweet madam mistress , "" she cried , "" spare me my bairn , and take , and thou wilt , the pig instead . "" "" we have no need of bacon where i come from , "" answered the fairy coldly ; "" so give me the laddie and let me begone -- i have no time to waste in this wise . "" "" oh , dear lady mine , "" pleaded the goodwife , "" if thou wilt not have the pig , wilt thou not spare my poor bairn and take me myself ? "" the fairy stepped back a little , as if in astonishment . "" art thou mad , woman , """,the widowed mistress became angry at her .,she got mad at the old woman .,None of the above choices .,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.8504937291145325,0.8702387809753418,-1.5394117,-1.6045494
70,why did the king say the cook did not prepare his soup ?,explicit,"when the dance was ended , the king had his soup brought to him and ate it , and it was so good that he thought he had never tasted such soup in his life . but when he came to the bottom of the dish he saw a gold ring lying there , and he could not imagine how it got in . then he commanded the cook to be brought before him . the cook was terrified when he heard the command , and said to the many - furred creature , ' you must have let a hair fall into the soup , and if you have you deserve a goo",it was quite different and much better soup than the cook have ever cooked .,it was quite different and much better soup than you have ever cooked .,None of the above choices,0.10526315789473682,0.0,0.10526315789473682,0.10526315789473682,0.0,0.0,0.0,0.0,0.0369481680224917,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.1353352832366127,0.3333333333333333,5,15,0.037948473198912445,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.16529888822158656,0.35714285714285715,5,14,0.8372424244880676,0.8260886073112488,-1.5002298,-1.4683268
71,where did the old man and his wife live ?,explicit,"there was once an old man and his wife , who lived in a dear little cottage by the side of a burn . they were a very canty and contented couple , for they had enough to live on , and enough to do . indeed , they considered themselves quite rich , for , besides their cottage and their garden , they possessed two sleek cows , five hens and a cock , an old cat , and two kittens . the old man spent his time looking after the cows , and the hens , and the garden ; while the old woman kept herself bus",in a dear little cottage by the side of a burn .,in a dear little cottage by the side of a burn .,the old man and his wife lived in a dear little cottage by the side of a burn .,0.7586206896551725,0.7407407407407407,0.7586206896551725,0.7586206896551725,0.7586206896551725,0.7407407407407407,0.7586206896551725,0.7586206896551725,0.6198021310128995,"[0.65, 0.631578947368421, 0.6111111111111112, 0.5882352941176471]",1.0,1.5833333333333333,19,12,0.6198021310128995,"[0.65, 0.631578947368421, 0.6111111111111112, 0.5882352941176471]",1.0,1.5833333333333333,19,12,0.9397023916244507,0.9397023916244507,-0.21637788,-0.21637788
72,what did paul and lady morna do after harold's funeral was over ?,explicit,"no one knew what had become of them ; a few people were inclined to think that the dwarf and his raven had accompanied the countess fraukirk and the countess helga on their flight , but the greater part of the islanders held to the belief , which i think was the true one , that the powers of the air spirited snorro away , and shut him up in some unknown place as a punishment for his wickedness , and that his raven accompanied him . at any rate , he was never seen again by any living person , and",they were married .,they were married .,They were married as soon as earl harold 's funeral was over .,0.4,0.3076923076923077,0.4,0.4,0.4,0.3076923076923077,0.4,0.4,0.1350862565735141,"[0.2857142857142857, 0.15384615384615385, 0.08333333333333333, 0.09090909090909091]",1.0,3.25,13,4,0.1350862565735141,"[0.2857142857142857, 0.15384615384615385, 0.08333333333333333, 0.09090909090909091]",1.0,3.25,13,4,0.8924339413642883,0.8924339413642883,-0.2721742,-0.2721742
73,how did the widowed mistress find out the old woman's name ?,implicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",the old woman revealed her name in a song .,the fairy sang a song with her name in it .,the old woman 's name was a stourie .,0.5882352941176471,0.26666666666666666,0.5882352941176471,0.5882352941176471,0.33333333333333326,0.0,0.22222222222222224,0.22222222222222224,0.27036454964104745,"[0.7, 0.3333333333333333, 0.25, 0.14285714285714285]",0.8948393168143697,0.9,9,10,0.14211011212459496,"[0.5, 0.1111111111111111, 0.125, 0.14285714285714285]",0.8007374029168082,0.8181818181818182,9,11,0.9012433290481567,0.881044864654541,-0.707508,-0.9448978
74,where did the man and his wife and two girls live ?,explicit,"once upon a time there lived near a forest a man and his wife and two girls ; one girl was the daughter of the man , and the other the daughter of his wife ; and the man 's daughter was good and beautiful , but the woman 's daughter was cross and ugly . however , her mother did not know that , but thought her the most bewitching maiden that ever was seen .",near a forest .,near a forest .,near a forest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.9547871351242065,0.9547871351242065,0.911348,0.911348
75,what were meer-folk reported to do on the island ?,explicit,"but the latter did not lose heart . he gathered drift - wood along the strand , shot sea - birds , and looked for mussels and roots . he built himself a raft of drift - timber , and fished with a pole that had also been left behind . one day , while he was at work , he happened to notice a depression or hollow in the sand , as though made by the keel of a large northland schooner , and he could plainly trace the braidings of the hawsers from the strand up to the top of the island . then he thoug",did much business with their ships .,did much business with their ships .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869843520537038,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.1869843520537038,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.8553540110588074,0.8553540110588074,-1.1619518,-1.1619518
76,why was the wedding ceremony so grand ?,implicit,"at last they returned to the palace bringing with them a lovely young dragon . her scales were of glittering green like the wings of summer beetles , her eyes threw out glances of fire , and she was dressed in gorgeous robes . all the jewels of the sea worked in with embroidery adorned them . the king fell in love with her at once , and the wedding ceremony was celebrated with great splendor . every living thing in the sea , from the great whales down to the little shrimps , came in shoals to of",it was the king 's wedding .,rin jin was finally getting married .,the king was a king .,0.5454545454545454,0.22222222222222224,0.3636363636363636,0.3636363636363636,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.27960682295094563,"[0.7142857142857143, 0.3333333333333333, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.20693220168471366,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.8923998475074768,0.8419151902198792,-0.92548245,-1.7688273
77,why was the happy hunter surprised to see the two beautiful women ?,explicit,"the happy hunter would have liked to enter the gate there and then , but he saw that it was fast closed , and also that there was no one about whom he could ask to open it for him , so he stopped to think what he should do . in the shade of the trees before the gate he noticed a well full of fresh spring water . surely some one would come out to draw water from the well some time , he thought . then he climbed into the tree overhanging the well , and seated himself to rest on one of the branches",he naturally supposed that the place was inhabited by dragons and similar terrible creatures .,he naturally supposed that the place was inhabited by dragons and similar terrible creatures .,The hunter was surprised to see the two beautiful princesses .,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.09416415673264793,"[0.3333333333333333, 0.09090909090909091, 0.1, 0.1111111111111111]",0.6951439283988786,0.7333333333333333,11,15,0.09416415673264793,"[0.3333333333333333, 0.09090909090909091, 0.1, 0.1111111111111111]",0.6951439283988786,0.7333333333333333,11,15,0.87096107006073,0.87096107006073,-1.2180443,-1.2180443
78,how did the wife's daughter feel about getting the axe ?,implicit,"with a very ill grace the damsel set forth , grumbling to herself as she went ; for though she wished for the wreath , she did not at all want the trouble of getting it . by the time she reached the spot where her stepfather had been cutting the wood the girl was in a very bad temper indeed , and when she caught sight of the axe , there were the three little doves , with drooping heads and soiled , bedraggled feathers , sitting on the handle . ' you dirty creatures , ' cried she , ' get away at ",annoyed .,upset .,She was angry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.8509383201599121,0.8472645282745361,-0.33800045,-0.35773277
79,why did the widowed mistress almost cry aloud for joy ?,explicit,""" ye promised me what i liked to ask , and i have asked your son ; and your son i will have , "" she replied , "" so it is useless making such a din about it . but one thing i may tell you , for i know well that the knowledge will not help you . by the laws of fairy - land , i can not take the bairn till the third day after this , and if by that time you have found out my name i can not take him even then . but ye will not be able to find it out , of that i am certain . so i will call back for the","she had learned the fairy 's secret , and her child was safe .",she had learned the fairy 's secret .,sty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9007028956229227e-06,"[0.5, 1.0, 1.0, 1.0]",2.2603294069810542e-06,0.07142857142857142,1,14,0.0007667982759693039,"[0.5, 1.0, 1.0, 1.0]",0.0009118819655545162,0.125,1,8,0.8193138241767883,0.8262125849723816,-1.7923704,-1.5161515
80,what will andrew do after john nicholas maroons him on the island ?,implicit,"but his brother complained of being weary , and at length they decided to remain there for the night . when andrew awoke he found himself alone ; and he saw neither brother nor boat , until he came to the highest point of the island . then he discovered him far out , darting for land like a sea - gull . andrew did not understand the whole affair . there were still provisions there , as well as a dish of curd , his gun and various other things . so andrew wasted but little time in thought . "" he ",build a boat .,find a way off the island .,andrew will be able to keep his inheritance for himself .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,2.75,11,4,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,1.5714285714285714,11,7,0.8586575984954834,0.8614488244056702,-1.6166599,-0.99949414
81,where did the bird take ian to ?,explicit,"' bear me to the kingdom of the king under the waves , ' he answered , and one little bird flew on to his head , and the others perched on each of his shoulders , and he shut his eyes , and in a moment there he was in the country under the sea . then the birds flew away , and the young man looked about him , his heart beating fast at the thought that here dwelt the lady whom he had sought all the world over . he walked on through the streets , and presently he reached the house of a weaver who w",the country under the sea .,the kingdom of the king under the waves .,the kingdom of the king,0.4000000000000001,0.0,0.4000000000000001,0.4000000000000001,0.7692307692307693,0.7272727272727273,0.7692307692307693,0.7692307692307693,0.24736929544091937,"[0.5, 0.2, 0.25, 0.3333333333333333]",0.8187307530779819,0.8333333333333334,5,6,0.4493289641172217,"[1.0, 1.0, 1.0, 1.0]",0.4493289641172217,0.5555555555555556,5,9,0.8834271430969238,0.9525030851364136,-1.2224944,-0.7223998
82,what will molo do when the prince wants to capture him ?,explicit,"two years passed , and the youth no longer thought of any danger . hence , when the flowers began to bloom in the spring , rose - red went driving in a small wagon outside the city , near the river . and there one of the prince 's servants saw her , and informed his master . the latter sent for the youth , who , since he could not conceal the matter , told him the whole story exactly as it had happened . said the prince : "" the whole blame rests on rose - red . i do not reproach you . yet since ",draw his dagger and fly up the high wall .,he will run away .,molo will have to suffer for it .,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.12489309605176803,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",0.7788007830714049,0.8,8,10,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.6,8,5,0.8396685123443604,0.8661680221557617,-1.4305595,-0.73554164
83,who did the youth chose to be his queen ?,explicit,"but when he came out in the morning , the princesses were out of the ground up to their ankles . the third night came a troll who had nine heads and nine whips , and he beat and whipped the youth so severely that at last he fainted . then the troll took him and flung him against the wall , and as he did so the bottle fell down , and its whole contents poured over the youth , and he was at once sound and whole again . then he did not delay , but grasped the sword , killed the troll , and when he ",the youngest .,the youngest .,the youngest of them,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.47287080450158786,"[0.6, 0.5, 0.3333333333333333, 0.5]",1.0,1.3333333333333333,4,3,0.47287080450158786,"[0.6, 0.5, 0.3333333333333333, 0.5]",1.0,1.3333333333333333,4,3,0.8867367506027222,0.8867367506027222,0.37643418,0.37643418
84,who wore a torn cap and tattered robe stepped up to his car and asked for one ?,explicit,"once upon a time there was a farmer who had carted pears to market . since they were very sweet and fragrant , he hoped to get a good price for them . a bonze with a torn cap and tattered robe stepped up to his cart and asked for one . the farmer repulsed him , but the bonze did not go . then the farmer grew angry and began to call him names . the bonze said : "" you have pears by the hundred in your cart . i only ask for one . surely that does you no great injury . why suddenly grow so angry abo",a bonze .,a bonze .,a bonze,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.9287323951721191,0.9287323951721191,0.92207515,0.92207515
85,what should the cottager have done to keep the hat of huldres ?,explicit,"the man was invisible , for what he had found was a huldre hat . "" what are you talking about ? ca n't you see me ? have you lost your wits ? "" asked the man . "" there is an old hair strainer for you . i found it outside on the ground , "" said he , and he threw it on the bench . and then his wife saw him ; but at the same moment the hat of the huldres disappeared , for he should only have loaned it , not given it away . now the man saw how everything had come about , and went back to the wedding","loaned it , not given it away .",loaned it .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,2.0,6,3,0.843242347240448,0.8676974177360535,-1.3103195,-1.4580973
86,what did the villagers do in the summer mornings ?,explicit,"at the foot of some high mountains there was , once upon a time , a small village , and a little way off two roads met , one of them going to the east and the other to the west . the villagers were quiet , hard - working folk , who toiled in the fields all day , and in the evening set out for home when the bell began to ring in the little church . in the summer mornings they led out their flocks to pasture , and were happy and contented from sunrise to sunset . one summer night , when a round fu",led out their flocks to pasture .,they led out their flocks to pasture .,They led out their flocks to pasture .,0.923076923076923,0.9090909090909091,0.923076923076923,0.923076923076923,1.0,1.0,1.0,1.0,0.8633400213704505,"[0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334]",1.0,1.1428571428571428,8,7,0.8633400213704505,"[0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334]",1.0,1.0,8,8,0.9573180675506592,0.9997771978378296,0.34230012,1.0065631
87,how did the king's daughter feel when she heard his decision ?,explicit,"now , the king had a daughter , who was just as beautiful as her dead mother , and had just such golden hair . one day when she had grown up , her father looked at her , and saw that she was exactly like her mother , so he said to his councillors , ' i will marry my daughter to one of you , and she shall be queen , for she is exactly like her dead mother , and when i die her husband shall be king . ' but when the princess heard of her father 's decision , she was not at all pleased , and said to",not at all pleased .,she was not pleased at all .,she was not at all pleased,0.8,0.7499999999999999,0.8,0.8,1.0,0.6,0.8333333333333334,0.8333333333333334,0.6147881529512643,"[0.7142857142857143, 0.6666666666666666, 0.6, 0.5]",1.0,1.2,6,5,0.43012508513132625,"[1.0, 0.6666666666666666, 0.4, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.910037636756897,0.9602850675582886,0.10459368,0.80815995
88,why did the king have the cook sent to him again ?,implicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a",he found a golden spinning - wheel in the soup .,he really liked the soup .,he had to confess that the many - furred creature had cooked the soup .,0.27272727272727276,0.1,0.27272727272727276,0.27272727272727276,0.33333333333333337,0.125,0.33333333333333337,0.33333333333333337,0.16943571815930883,"[0.375, 0.2, 0.14285714285714285, 0.07692307692307693]",1.0,1.3636363636363635,15,11,0.16188613565728213,"[0.3125, 0.2, 0.14285714285714285, 0.07692307692307693]",1.0,2.5,15,6,0.8726775050163269,0.8715497255325317,-1.1550909,-0.70049447
89,what happened after the two countesses fled to scotland ?,explicit,"his vengeance was baulked , however , for in the panic and confusion that followed harold 's death , the two countesses slipped out of the palace and fled to the coast , and took boat in haste to scotland , where they had great possessions , and where they were much looked up to , and where no one would believe a word against them . but retribution fell on them in the end , as it always does fall , sooner or later , on everyone who is wicked , or selfish , or cruel ; for the norsemen invaded the","norsemen invaded the land , and their castle was set on fire , and they perished miserably in the flames .",they perished miserably in the flames .,They slipped out of the palace and fled to the coast,0.27586206896551724,0.0,0.20689655172413793,0.20689655172413793,0.23529411764705885,0.0,0.23529411764705885,0.23529411764705885,0.05457549988233114,"[0.3333333333333333, 0.09090909090909091, 0.1, 0.1111111111111111]",0.40289032152913307,0.5238095238095238,11,21,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,1.5714285714285714,11,7,0.8525075912475586,0.8775986433029175,-0.6521659,-0.8333446
90,where did ryn jin live ?,explicit,""" then what can i do ? "" asked the distressed man . "" you had better go down to ryn gu and tell ryn jin , the dragon king of the sea , what your trouble is and ask him to find the hook for you . i think that would be the best way . "" "" your idea is a splendid one , "" said the happy hunter , "" but i fear i can not get to the sea king 's realm , for i have always heard that it is situated at the bottom of the sea . """,ryn gu .,ryn gu .,ryn jin lived in the sea .,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.20556680845025982,"[0.375, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,2.3333333333333335,7,3,0.20556680845025982,"[0.375, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,2.3333333333333335,7,3,0.9166962504386902,0.9166962504386902,-1.1504546,-1.1504546
91,who looked like a lady born ?,explicit,"and as the poor young thing , after having a good cry to herself , was drying her eyes , she chanced to look down the hill , and who should she see coming up it but an old woman , who looked like a lady born . she was dressed all in green , with a white apron , and she wore a black velvet hood on her head , and a steeple - crowned beaver hat over that , something like those , as i have heard tell , that the women wear in wales . she walked very slowly , leaning on a long staff , and she gave a b",an old woman .,old woman .,old woman,0.8,0.6666666666666666,0.8,0.8,1.0,1.0,1.0,1.0,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.8799290657043457,0.9529239535331726,0.37394053,0.82909423
92,what happened when the son went down to the boat ?,explicit,"then the son found he had forgotten his handkerchief , and went down to the boat to get it . but no sooner was he in the boat than it moved off with a rush , and no matter how hard the youth worked against it with the oars , it was all in vain . the boat drove on and on , all night long , and at last he came to a white strand , far , far away . he stepped ashore , and after he had gone a while he met an old man with a great , white beard . "" what is this country called ? "" asked the youth . "" wh",it moved off with a rush .,the boat moved off with a rush .,None of the above choices .,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.1869843520537038,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.8589850068092346,0.8627433180809021,-0.9951093,-1.2560335
93,why were the robbers put to death ?,implicit,"then ian was killed a second time , and after the rest of the robbers had eaten , they lay down and slept till morning . no sooner were their faces touched with the sun 's rays than they were up and off . then the deer entered and dropped the healing wax on the dead man , and he was as well as ever . by this time he did not mind what befell him , so sure was he that the deer would take care of him , and in the evening that which had happened before happened again -- the four robbers were put to ",ian was still alive .,in the evening that which had happned before happened again .,None of the above choices .,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.10624253482403696,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,0.8433678150177002,0.8539348244667053,-1.4276452,-1.3750153
94,what did the gentleman need to do for the old woman ?,explicit,"' sir , ' she said , ' i know all that has happened to you , and how you are seeking if in any wise you can save your life . but there is none that can answer that question save only i myself , if you will promise to do all i ask . ' at her words the prisoner felt as if a load had all at once been rolled off him . ' oh , save me , and i will do anything ! ' he cried . ' it is so hard to leave the world and go out into the darkness . ' ' you will not need to do that , ' answered the old woman , '",marry her .,marry her .,marry her,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.8976550698280334,0.8976550698280334,1.0206976,1.0206976
95,how did the bride and groom treat the other guests at the party ?,implicit,"once upon a time there was a big wedding at a certain farmstead , and a certain cottager was on his way to the wedding - feast . as he chanced to cross a field , he found a milk - strainer , such as are usually made of cows ' tails , and looking just like an old brown rag . he picked it up , for he thought it could be washed , and then he would give it to his wife for a dish - rag . but when he came to the house where they were celebrating the wedding , it seemed as though no one saw him . the b",kindly .,"nodded to the rest of the guests , they spoke to them and poured for them .",they did not care to sit down of his own accord when no one had asked him,0.0,0.0,0.0,0.0,0.18750000000000003,0.0,0.125,0.125,0.06074588070876682,"[0.05555555555555555, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,8.5,17,2,0.0859076483566362,"[0.2222222222222222, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,1.0,17,17,0.8097524642944336,0.8422053456306458,-1.4992813,-1.2087137
96,what did the old woman ask for in return ?,explicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",her son .,the son .,the old woman asked for mercy .,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.18575057999133598,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,2.3333333333333335,7,3,0.20556680845025982,"[0.375, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,2.3333333333333335,7,3,0.8906983733177185,0.8942455649375916,-1.7616792,-1.8444077
97,what did the king's daughter say she must have ?,explicit,"now , the king had a daughter , who was just as beautiful as her dead mother , and had just such golden hair . one day when she had grown up , her father looked at her , and saw that she was exactly like her mother , so he said to his councillors , ' i will marry my daughter to one of you , and she shall be queen , for she is exactly like her dead mother , and when i die her husband shall be king . ' but when the princess heard of her father 's decision , she was not at all pleased , and said to",three dresses .,i must have three dresses .,cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11380295453101374,"[0.5, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.0056659154777004925,"[0.5, 1.0, 1.0, 1.0]",0.006737946999085467,0.16666666666666666,1,6,0.853519082069397,0.8464871048927307,-1.372375,-1.6130491
98,where did shiwozuchino live ?,explicit,""" you are hohodemi , the augustness , sometimes called the happy hunter , are you not ? "" asked the old man . "" what are you doing alone in such a place ? "" "" yes , i am he , "" answered the unhappy young man . "" unfortunately , while fishing i lost my brother 's precious fishing hook . i have hunted this shore all over , but alas ! i can not find it , and i am very troubled , for my brother wo n't forgive me till i restore it to him . but who are you ? "" "" my name is shiwozuchino okina , and i l",near by on this shore .,near by on this shore .,near by on this shore,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8187307530779819,"[1.0, 1.0, 1.0, 1.0]",0.8187307530779819,0.8333333333333334,5,6,0.8187307530779819,"[1.0, 1.0, 1.0, 1.0]",0.8187307530779819,0.8333333333333334,5,6,0.9726511836051941,0.9726511836051941,0.9683897,0.9683897
99,how did the young man's mother feel after he sold the horse ?,explicit,"' i will give them , ' answered the man , and he took the horse , and the youth took the gun and the dog and the falcon , and went home with them . but when his mother heard what he had done she was very angry , and beat him with a stick which she had in her hand . ' that will teach you to sell my property , ' said she , when her arm was quite tired , but ian her son answered her nothing , and went off to his bed , for he was very sore . that night he rose softly , and left the house carrying th",very angry .,very angry .,angry,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.8590366244316101,0.8590366244316101,0.52823603,0.52823603
100,what happened after the girl pulled apart the fire on the hearth ?,explicit,"once upon a time there was a mill , in which it was impossible to grind flour , because such strange things kept happening there . but there was a poor woman who was in urgent need of a little meal one evening , and she asked whether they would not allow her to grind a little flour during the night . "" for heaven 's sake , "" said the mill - owner , "" that is quite impossible ! there are ghosts enough in the mill as it is . "" but the woman said that she must grind a little ; for she did not have ",the woman built it up again .,the woman built it up again .,the woman built it up again,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.846481724890614,"[1.0, 1.0, 1.0, 1.0]",0.846481724890614,0.8571428571428571,6,7,0.846481724890614,"[1.0, 1.0, 1.0, 1.0]",0.846481724890614,0.8571428571428571,6,7,0.980008602142334,0.980008602142334,1.042051,1.042051
