id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
70,how did paul calm harold down ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",flattered him .,he flattered harold 's way with words .,paul calmed harold down by promising to marry the lady morna.,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.10390302174233558,"[0.15384615384615385, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,4.0,12,3,0.11498759556447223,"[0.23076923076923078, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.5,12,8,-1.0641822,-0.780629
71,how did the old woman feel after the widowed mistress offered herself ?,implicit,""" oh , sweet madam mistress , "" she cried , "" spare me my bairn , and take , and thou wilt , the pig instead . "" "" we have no need of bacon where i come from , "" answered the fairy coldly ; "" so give me the laddie and let me begone -- i have no time to waste in this wise . "" "" oh , dear lady mine , "" pleaded the goodwife , "" if thou wilt not have the pig , wilt thou not spare my poor bairn and take me myself ? "" the fairy stepped back a little , as if in astonishment . "" art thou mad , woman , """,astonished .,astonishment .,she was happy for the first time in her life.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,5.5,11,2,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,5.5,11,2,-1.25056,-1.4107995
72,why did harold laugh angrily at snorro the dwarf ?,implicit,"so he made haste to hire a boat , and soon he was speeding over the tossing waters on his way to the island of hoy . when he arrived there he hurried up the lonely valley to where the dwarfie stone stood , and he had no difficulty in finding its uncanny occupant , for snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun . a curious smile crossed his face when , hearing the sound of approaching footsteps , he turned round and his e",snorro did not understand why he needed a love - potion .,snorro had questioned why a women would not love harold .,he found out that snorro's supposed love potion would turn him into a fool.,0.4,0.08695652173913043,0.24,0.24,0.32,0.0,0.16,0.16,0.1082597837309053,"[0.375, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,1.25,15,12,0.10343603005129705,"[0.3125, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,1.3636363636363635,15,11,-0.059153438,-0.9479747
73,how will the skillful fisher feel when he learns his hook was lost ?,implicit,"he now began to feel extremely anxious , for he knew that his brother would be angry at his having lost his hook , for , it being his only one , he valued it above all other things . the happy hunter now set to work to look among the rocks and on the sand for the lost hook , and while he was searching to and fro , his brother , the skillful fisher , arrived on the scene . he had failed to find any game while hunting that day , and was not only in a bad temper , but looked fearfully cross . when ",angry .,angry .,"the skillful fisher will feel very sad and angry, as he has just discovered that his most valuable fishing tool has been stolen from him by his brother.",0.0689655172413793,0.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,0.0689655172413793,0.0689655172413793,0.044644767873512764,"[0.0967741935483871, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571]",1.0,15.0,30,2,0.044644767873512764,"[0.0967741935483871, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571]",1.0,15.0,30,2,-1.2518605,-1.2518605
74,what will the happy hunter do when his brother tries to kill him ?,implicit,"then ryn jin showed his friend how to use the talismans one by one and handed them to him . the happy hunter was very glad to have these two wonderful gems , the jewel of the flood tide and the jewel of the ebbing tide , to take back with him , for he felt that they would preserve him in case of danger from enemies at any time . after thanking his kind host again and again , he prepared to depart . the sea king and the two princesses , tayotama and tamayori , and all the inmates of the palace , ",use the jewels .,use the jewels that ryn jin gave him .,the happy hunter will use the jewels of the flow and ebb of the tide to prove whether what the sea king has told him is true or not.,0.1875,0.13333333333333333,0.1875,0.1875,0.2162162162162162,0.1142857142857143,0.2162162162162162,0.2162162162162162,0.07939087147543496,"[0.16129032258064516, 0.1, 0.06896551724137931, 0.03571428571428571]",1.0,7.5,30,4,0.08309327583315261,"[0.1935483870967742, 0.1, 0.06896551724137931, 0.03571428571428571]",1.0,3.3333333333333335,30,9,-1.0939815,-1.2576433
75,why was the liver of a live monkey difficult to get ?,implicit,"then the dragon king interviewed the doctor and blamed him for not curing the queen . the doctor was alarmed at rin jin 's evident displeasure , and excused his want of skill by saying that although he knew the right kind of medicine to give the invalid , it was impossible to find it in the sea . "" do you mean to tell me that you ca n't get the medicine here ? "" asked the dragon king . "" it is just as you say ! "" said the doctor . "" tell me what it is you want for the queen ? "" demanded rin jin ",they are under water .,it was impossible to find it in the sea .,the liver of a live monkey was too valuable for the dragon king's queen.,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.08225964699966554,"[0.125, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,3.0,15,5,0.09782375748961449,"[0.25, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,1.5,15,10,-1.7145345,-1.3300271
76,how will the king feel when the queen does not get better ?,implicit,"now for a time the dragon king and his bride lived very happily . they loved each other dearly , and the bridegroom day after day took delight in showing his bride all the wonders and treasures of his coral palace , and she was never tired of wandering with him through its vast halls and gardens . life seemed to them both like a long summer 's day . two months passed in this happy way , and then the dragon queen fell ill and was obliged to stay in bed . the king was sorely troubled when he saw h",worried .,sad .,the king will be greatly worried about his wife's health and anxious to know if she is getting better or not.,0.08695652173913045,0.0,0.08695652173913045,0.08695652173913045,0.0,0.0,0.0,0.0,0.0612957497932821,"[0.13043478260869565, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,11.0,22,2,0.05538696232597745,"[0.08695652173913043, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,11.0,22,2,-1.258662,-1.5333657
77,why didn't maie have a junket or a can of fresh milk ?,implicit,"maie sighed . she knew well that her husband was right , but she could not give up the idea of a cow . the buttermilk no longer tasted as good as usual in the coffee ; she thought of sweet cream and fresh butter , and of how there was nothing in the world to be compared with them . one day as matte and his wife were cleaning herring on the shore they heard prince barking , and soon there appeared a gaily painted boat with three young men in it , steering towards the rock . they were students , o",she did not own a cow .,because they have no cow .,she did not have enough money to buy either item.,0.37499999999999994,0.2857142857142857,0.37499999999999994,0.37499999999999994,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.22416933501922287,"[0.4166666666666667, 0.2727272727272727, 0.2, 0.1111111111111111]",1.0,1.5714285714285714,11,7,0.12605968092174913,"[0.25, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,1.8333333333333333,11,6,-1.0582361,-1.5833836
78,why couldn't the young man shoot the deer ?,implicit,"' ah , you have a gun , ' said the farmer as the young man placed it in a corner . ' that is well , for a deer comes every evening to eat my corn , and i can not catch it . it is fortune that has sent you to me . ' ' i will gladly remain and shoot the deer for you , ' replied the youth , and that night he hid himself and watched till the deer came to the cornfield ; then he lifted his gun to his shoulder and was just going to pull the trigger , when , behold ! instead of a deer , a woman with lo",he saw a woman with black hair standing in his way .,"instead of a deer , a woman with long black hair was standing there .",he feared being shot by the woman who was watching him.,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.1235622127262679,"[0.3076923076923077, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,1.0,12,12,0.09623034802925295,"[0.3076923076923077, 0.08333333333333333, 0.09090909090909091, 0.1]",0.7788007830714049,0.8,12,15,-0.7990495,-0.9757464
79,what will the tailor's wife and the three tailors do to the bannock ?,implicit,"now , it chanced that this house belonged to a tailor , and he and his two apprentices were sitting cross - legged on the top of a big table by the window , sewing away with all their might , while the tailor 's wife was sitting beside the fire carding lint . when the wee bannock came trundling across the floor , all three tailors got such a fright that they jumped down from the table and hid behind the master tailor 's wife . "" hoot , "" she said , "" what a set of cowards ye be ! it is but a nic",try to catch the bannock .,eat it with milk .,the tailor's wife will catch the bannock and bring it to her husband .,0.4210526315789473,0.23529411764705882,0.3157894736842105,0.3157894736842105,0.11111111111111112,0.0,0.11111111111111112,0.11111111111111112,0.18207052811092136,"[0.4, 0.21428571428571427, 0.15384615384615385, 0.08333333333333333]",1.0,2.3333333333333335,14,6,0.09782375748961449,"[0.2, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333]",1.0,2.8,14,5,-0.701704,-1.6116719
80,how will harold feel after he hears that the waistcoast is meant for his brother ?,implicit,"his cheeks were red with passion , and his eyes were bright , for he could not but notice that , now that she was safe at orphir under her true love 's protection , the lady morna 's manner had grown cold and distant again , and he was beginning to lose faith in snorro 's charm . angry and disappointed , he had sought his mother 's room to pour out his story of vexation to her . he stopped short , however , when he saw the wonderful waistcoat lying on the table , all gold and silver and shining ",angry .,jealous .,"he will be very happy and proud of himself, as he has been so successful in keeping his secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05809665204409193,"[0.09090909090909091, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,10.5,21,2,0.05809665204409193,"[0.09090909090909091, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,10.5,21,2,-2.1584573,-2.1934023
81,why did the king have the cook sent to him again ?,implicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a",he found a golden spinning - wheel in the soup .,he really liked the soup .,he wanted to know what kind of food the many - furred creature cooked .,0.18181818181818185,0.0,0.18181818181818185,0.18181818181818185,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.10343603005129705,"[0.3125, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,1.3636363636363635,15,11,0.09782375748961449,"[0.25, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,2.5,15,6,-1.2869471,-1.1505711
82,why didn't the old woman want to take the widowed mistress ?,implicit,""" oh , sweet madam mistress , "" she cried , "" spare me my bairn , and take , and thou wilt , the pig instead . "" "" we have no need of bacon where i come from , "" answered the fairy coldly ; "" so give me the laddie and let me begone -- i have no time to waste in this wise . "" "" oh , dear lady mine , "" pleaded the goodwife , "" if thou wilt not have the pig , wilt thou not spare my poor bairn and take me myself ? "" the fairy stepped back a little , as if in astonishment . "" art thou mad , woman , """,the widowed mistress was not pretty .,"she was a plain - looking , red - eyed , dowdy wife .",the old woman wanted to keep her young daughter.,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,1.4285714285714286,10,7,0.08450033111870488,"[0.18181818181818182, 0.1, 0.1111111111111111, 0.125]",0.6703200460356393,0.7142857142857143,10,14,-1.2959783,-1.3377609
83,what did the woman do because the boy threw the money in the river ?,implicit,""" yes , and i 'm sure it is because you have the jacket , poor fellow ! "" said the boy . but when he looked more closely , there was a chest full of bright silver coins under the stone . "" that must be stolen money , "" thought the boy , "" for no one lays money honestly earned under stones in the wood . "" and he took the chest , and carried it down to the pond nearby , and threw in the whole pile of money . but a four - shilling piece was left swimming on the top of the water . "" well , this one ",kicked him out .,"tolds him to "" get out and earn your own living "" .",she was angry because she believed that nothing was honest except what floated on the water.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07223943354597204,"[0.1111111111111111, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,4.25,17,4,0.07223943354597204,"[0.1111111111111111, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,1.3076923076923077,17,13,-1.8567386,-1.4163471
84,why did maie want her husband to set the herring-net on saturday ?,implicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",she wanted to try the magic rhymes .,she wanted to recite the magic rhymes .,she wanted to try setting it up on saturday because she thought that would give her luck on fishing.,0.3076923076923077,0.25,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.16666666666666666,0.23076923076923078,0.23076923076923078,0.17793925745339384,"[0.2857142857142857, 0.2, 0.15789473684210525, 0.1111111111111111]",1.0,2.5,20,8,0.12021577610863723,"[0.23809523809523808, 0.15, 0.10526315789473684, 0.05555555555555555]",1.0,2.5,20,8,-1.408309,-1.2414446
85,why did the king give special orders to the servants to nurse the queen carefully ?,implicit,"now for a time the dragon king and his bride lived very happily . they loved each other dearly , and the bridegroom day after day took delight in showing his bride all the wonders and treasures of his coral palace , and she was never tired of wandering with him through its vast halls and gardens . life seemed to them both like a long summer 's day . two months passed in this happy way , and then the dragon queen fell ill and was obliged to stay in bed . the king was sorely troubled when he saw h",he loved the queen .,so that she will recover quickly .,he wanted to make sure she would recover quickly.,0.15384615384615383,0.0,0.15384615384615383,0.15384615384615383,0.4,0.15384615384615385,0.4,0.4,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,2.0,10,5,0.24808415001701817,"[0.45454545454545453, 0.3, 0.2222222222222222, 0.125]",1.0,1.4285714285714286,10,7,-1.0438019,0.34517953
86,how did the three tailors feel after they saw the bannock ?,implicit,"now , it chanced that this house belonged to a tailor , and he and his two apprentices were sitting cross - legged on the top of a big table by the window , sewing away with all their might , while the tailor 's wife was sitting beside the fire carding lint . when the wee bannock came trundling across the floor , all three tailors got such a fright that they jumped down from the table and hid behind the master tailor 's wife . "" hoot , "" she said , "" what a set of cowards ye be ! it is but a nic",frightened .,frightened .,they were frightened and scared out of their wits.,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,-0.57682216,-0.57682216
87,why was the king's daughter not pleased with what her father told the councillors ?,implicit,"now , the king had a daughter , who was just as beautiful as her dead mother , and had just such golden hair . one day when she had grown up , her father looked at her , and saw that she was exactly like her mother , so he said to his councillors , ' i will marry my daughter to one of you , and she shall be queen , for she is exactly like her dead mother , and when i die her husband shall be king . ' but when the princess heard of her father 's decision , she was not at all pleased , and said to",she had no say in his decision .,she did not want to marry someone she did not care for .,"the king's daughter did not think that her father's choice would work because she was already beautiful enough, while her father wanted to marry her to someone else.",0.05405405405405406,0.0,0.05405405405405406,0.05405405405405406,0.28571428571428575,0.1,0.23809523809523808,0.23809523809523808,0.044644767873512764,"[0.0967741935483871, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571]",1.0,3.75,30,8,0.07508325052934217,"[0.25806451612903225, 0.1, 0.034482758620689655, 0.03571428571428571]",1.0,2.3076923076923075,30,13,-0.8573858,-0.49412423
88,"what happened after the deer shook her head over ian, and wax fell from her ear ?",implicit,"' it is the man who is lying under the cask , ' answered the leader . ' go and kill him , and then come and eat your food and sleep , for we must be off betimes in the morning . ' so four of them killed the fisher 's son and left him , and then went to bed . by sunrise they were all out of the house , for they had far to go . and when they had disappeared the deer came off the roof , to where the dead man lay , and she shook her head over him , and wax fell from her ear , and he jumped up as wel",he was alive again .,ian jumped up as well as ever .,"the deer returned to the cave, while ian was still unconscious.",0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.10571070857151538,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,2.6,13,5,0.10571070857151538,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,1.625,13,8,-1.0609894,-1.2100606
89,what will the merchant do because of the mice at the tavern ?,implicit,"then the merchant sailed on , but no sooner had he reached the high seas than he saw the cat sitting at the top of the main - mast . and immediately after another storm and tempest arose , far worse than the first one , and he drifted and drifted , till he came to a land where he had never yet been . again the merchant went to a tavern , and here , too , the table was covered with switches ; but they were much larger and longer than at the place where he had first been . and they were much neede",sell the cat .,sell them the cat he found .,"The merchant will be hungry, as he will have eaten all his food in the tavern.",0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.07535838128770536,"[0.15789473684210525, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,4.5,18,4,0.08097785064266204,"[0.21052631578947367, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,2.5714285714285716,18,7,-1.9060905,-1.7081456
90,what will happen after lady morna accepts the countess helga's invitation ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",paul will meet lady morna .,she will fall in love with paul .,the lady morna returns her love for paul.,0.4615384615384615,0.18181818181818182,0.3076923076923077,0.3076923076923077,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.21105340631872635,"[0.5, 0.2222222222222222, 0.125, 0.14285714285714285]",1.0,1.5,9,6,0.19960198807747329,"[0.4, 0.2222222222222222, 0.125, 0.14285714285714285]",1.0,1.125,9,8,-0.25142288,0.06086725
91,what will happen after the prince succeeds in bringing the mare back safely the third day ?,implicit,"on the third day the prince led the mare to the meadow again ; but once more she vanished before his eyes . then the prince took out his little bell and rang it three times . in a moment the king of the fishes appeared , and said to him : ' i know quite well what you want me to do , and i will summon all the fishes of the sea together , and tell them to bring you back the mare , who is hiding herself in a river . ' towards evening the mare was returned to him , and when he led her home to the mo",he will receive a reward .,he will get a reward .,The prince's mother will marry him.,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.20556680845025982,"[0.375, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,1.1666666666666667,7,6,0.20556680845025982,"[0.375, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,1.1666666666666667,7,6,-0.7342756,-0.85153794
92,who was the king's son ?,implicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years",the gentleman .,the gentleman .,The king was the son of the noblewoman who lived in his great house.,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.125,0.09103526405546068,"[0.1875, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,5.0,15,3,0.09103526405546068,"[0.1875, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,5.0,15,3,-1.4542918,-1.4542918
93,how did the cottager's wife feel when he returned ?,implicit,""" for heaven 's sake , are you back again ? "" asked his wife . "" yes , there was no one there who paid any attention to me , or even so much as looked at me , "" said the man , "" and when people show me so little consideration , it seems as though i have nothing to look for there . "" "" but where are you ? i can hear you , but i can not see you ! "" cried his wife .",shocked .,upset .,she felt relieved that she could now see him.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12605968092174913,"[0.18181818181818182, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,0.12605968092174913,"[0.18181818181818182, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,-1.3601661,-1.3887227
94,how did the skillful fisher feel to see his brother return ?,implicit,"now the skillful fisher had used the lost hook as an excuse for driving his brother out of the country . when his brother had left him that day three years ago , and had not returned , he had been very glad in his evil heart and had at once usurped his brother 's place as ruler of the land , and had become powerful and rich . now in the midst of enjoying what did not belong to him , and hoping that his brother might never return to claim his rights , quite unexpectedly there stood the happy hunt",surprised .,very angry .,"the skillful fisher was relieved to find his brother returning, and felt grateful to have regained control over his life.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05538696232597745,"[0.08695652173913043, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,11.0,22,2,0.05538696232597745,"[0.08695652173913043, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,7.333333333333333,22,3,-1.5541365,-2.0954514
95,why was the skillful fisher against the plan when his brother first proposed it ?,implicit,"he now began to feel extremely anxious , for he knew that his brother would be angry at his having lost his hook , for , it being his only one , he valued it above all other things . the happy hunter now set to work to look among the rocks and on the sand for the lost hook , and while he was searching to and fro , his brother , the skillful fisher , arrived on the scene . he had failed to find any game while hunting that day , and was not only in a bad temper , but looked fearfully cross . when ",he feared his brother would lose his hook .,he knew his brother would lose his hook .,the skillful fisher feared his brother's anger and did not want to try new tasks.,0.25,0.18181818181818182,0.25,0.25,0.16666666666666666,0.09090909090909091,0.16666666666666666,0.16666666666666666,0.10878661088699644,"[0.23529411764705882, 0.125, 0.06666666666666667, 0.07142857142857142]",1.0,1.7777777777777777,16,9,0.08513012360883544,"[0.17647058823529413, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,1.7777777777777777,16,9,-1.0099113,-1.0453386
96,what will jock do when his wife sees the bannock ?,implicit,"this time it ran up a burnside till it came to a little cottage standing among the heather . here the goodwife was making porridge for the supper in a pot over the fire , and her husband was sitting in a corner plaiting ropes of straw with which to tie up the cow . "" oh , jock ! come here , come here , "" cried the goodwife . "" you are crying for a little bannock for your supper ; come here , histie , quick , and help me to catch it . "" "" ay , ay , "" assented jock , jumping to his feet and hurryi",try to find the bannock .,help her catch it .,jock will jump to his feet and hurry across the little room to help the wife catch the bannock.,0.25,0.0909090909090909,0.25,0.25,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.12021577610863723,"[0.23809523809523808, 0.15, 0.10526315789473684, 0.05555555555555555]",1.0,3.3333333333333335,20,6,0.07264339766175722,"[0.19047619047619047, 0.05, 0.05263157894736842, 0.05555555555555555]",1.0,4.0,20,5,-0.6077008,-1.1334844
97,"why did the dragon king, doctor, and chief steward begin to thank the jelly fish profusely when they first saw him return ?",implicit,"the chief steward thought for some time , and then , as if struck by a sudden thought , said joyfully : "" i know what we must do ! there is the kurage ( jelly fish ) . he is certainly ugly to look at , but he is proud of being able to walk on land with his four legs like a tortoise . let us send him to the island of monkeys to catch one . "" the jelly fish was then summoned to the king 's presence , and was told by his majesty what was required of him . the jelly fish , on being told of the unexp",they thought he brought the monkey .,they assumed he had the monkey .,"the jelly fish had just returned to the island with the monkey, thus proving the king's point that the jelly fish could help him capture the monkey.",0.11764705882352941,0.0625,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.0625,0.17647058823529413,0.17647058823529413,0.07772174600740504,"[0.13333333333333333, 0.10344827586206896, 0.07142857142857142, 0.037037037037037035]",1.0,4.142857142857143,29,7,0.08218074077265651,"[0.16666666666666666, 0.10344827586206896, 0.07142857142857142, 0.037037037037037035]",1.0,4.142857142857143,29,7,-0.9843214,-0.93148625
98,what did the wolf want to do to the fox ?,implicit,"' i positively must get a good meal before i go back to my den , ' he said to himself ; ' it is nearly a week since i have tasted anything but scraps , though perhaps no one would think it to look at my figure ! of course there are plenty of rabbits and hares in the mountains ; but indeed one needs to be a greyhound to catch them , and i am not so young as i was ! if i could only dine off that fox i saw a fortnight ago , curled up into a delicious hairy ball , i should ask nothing better ; i wou",eat her .,eat the fox .,the wolf wanted to eat the fox.,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.6,0.5,0.6,0.6,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,2.6666666666666665,8,3,0.44632361378533286,"[0.5555555555555556, 0.5, 0.42857142857142855, 0.3333333333333333]",1.0,2.0,8,4,-1.5013514,-0.40307334
99,why did the woman agree to give the merchant the cat ?,implicit,"now when the merchant had discharged his cargo in foreign parts and had reloaded , and had bought what his servants had desired , he went back to his ship , and was about to shove off . not until then did he remember that the scullion had given him a four - shilling piece , with which to buy him something . "" must i go up to the city again because of this four - shilling piece ? one only has one 's troubles when one bothers with such truck , "" thought the merchant . then along came a woman with ",the woman wanted to get rid of the cat .,she can feed her no longer .,the merchant wanted to throw the cat into the sea to get rid of her.,0.6666666666666667,0.45454545454545453,0.5,0.5,0.09523809523809522,0.0,0.09523809523809522,0.09523809523809522,0.28175950490399515,"[0.5882352941176471, 0.375, 0.2, 0.14285714285714285]",1.0,1.6,16,10,0.08513012360883544,"[0.17647058823529413, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,2.2857142857142856,16,7,-0.2671363,-1.3960538
100,why did the goodman want to catch the bannock ?,implicit,""" what 's that ? "" said he , "" for the bowl of brose that i had at supper - time was n't very big . "" "" catch it , then , "" answered his wife , "" and i 'll have a bit , too . quick ! quick ! throw your coat over it or it will be away . "" so the goodman threw his coat right on the top of the little bannock , and almost managed to smother it ; but it struggled bravely , and got out , breathless and hot , from under it . then it ran out into the grey light again , for night was beginning to fall , ",he did not have enough to eat at supper .,he did not eat enough for dinner .,"he wanted to get warm, so he could run faster when the sun came up and help his wife carry their coat back home.",0.12121212121212122,0.0,0.12121212121212122,0.12121212121212122,0.06451612903225806,0.0,0.06451612903225806,0.06451612903225806,0.05551277111446364,"[0.14814814814814814, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,2.6,26,10,0.051660454541342535,"[0.1111111111111111, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,3.25,26,8,-1.4039836,-1.5417001
101,why did lady morna tell harold that she was engaged to his brother ?,implicit,"now , when the countess fraukirk had been away upon her wicked errand , strange things were happening at the castle at kirkwall . for harold , encouraged by his brother 's absence , offered his heart and hand once more to the lady morna . once more she refused him , and in order to make sure that the scene should not be repeated , she told him that she had plighted her troth to his brother . when he heard that this was so , rage and fury were like to devour him . mad with anger , he rushed from ",she did not want him to bother her anymore .,top stop harold from proposing again .,"she wanted to make sure that the scene would not be repeated, and she was angry about his refusal.",0.21428571428571427,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.07305267243289862,"[0.22727272727272727, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,2.1,21,10,0.05809665204409193,"[0.09090909090909091, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,3.0,21,7,-0.46080226,-1.3211904
