id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
64,what did the last fairy do to remedy the gift of the old fairy ?,explicit,"the old fairy 's turn coming next , with a head shaking more with spite than age , she said that the princess should have her hand pierced with a spindle and die of the wound . this terrible gift made the whole company tremble , and everybody fell a - crying . at this very instant the young fairy came out from behind the hangings , and spake these words aloud : "" assure yourselves , o king and queen , that your daughter shall not die of this disaster . it is true , i have no power to undo entire","instead of dying , she shall only fall into a profound sleep , which shall last a hundred years , at the expiration of which a king 's son shall come and awake her .",let the princess fall into a profound sleep instead of dying .,"spake these words aloud : "" assure yourselves , o king and queen , that your daughter shall not die of this disaster .",0.15999999999999998,0.0,0.07999999999999999,0.07999999999999999,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.045304925168381416,"[0.32, 0.041666666666666664, 0.043478260869565216, 0.045454545454545456]",0.6323366621862498,0.6857142857142857,24,35,0.05606668411195419,"[0.12, 0.041666666666666664, 0.043478260869565216, 0.045454545454545456]",1.0,2.0,24,12,-0.90001416,-0.785042
65,who appeared on a gaily painted boat ?,explicit,"maie sighed . she knew well that her husband was right , but she could not give up the idea of a cow . the buttermilk no longer tasted as good as usual in the coffee ; she thought of sweet cream and fresh butter , and of how there was nothing in the world to be compared with them . one day as matte and his wife were cleaning herring on the shore they heard prince barking , and soon there appeared a gaily painted boat with three young men in it , steering towards the rock . they were students , o",three young men .,three young men .,"three young men in it , steering towards the rock .",0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.5,0.22416933501922287,"[0.4166666666666667, 0.2727272727272727, 0.2, 0.1111111111111111]",1.0,2.75,11,4,0.22416933501922287,"[0.4166666666666667, 0.2727272727272727, 0.2, 0.1111111111111111]",1.0,2.75,11,4,-0.18209107,-0.18209107
66,how did the king's daughter feel when she heard his decision ?,explicit,"now , the king had a daughter , who was just as beautiful as her dead mother , and had just such golden hair . one day when she had grown up , her father looked at her , and saw that she was exactly like her mother , so he said to his councillors , ' i will marry my daughter to one of you , and she shall be queen , for she is exactly like her dead mother , and when i die her husband shall be king . ' but when the princess heard of her father 's decision , she was not at all pleased , and said to",not at all pleased .,she was not pleased at all .,"not at all pleased , and said to him , ' before i do your bidding , i must have three dresses ; one as golden as the sun , one as silver as the moon , and one as shining as the stars .",0.1951219512195122,0.15384615384615385,0.1951219512195122,0.1951219512195122,0.18604651162790697,0.048780487804878044,0.13953488372093023,0.13953488372093023,0.07786956590083421,"[0.13043478260869565, 0.08888888888888889, 0.06818181818181818, 0.046511627906976744]",1.0,9.0,45,5,0.04183814706059412,"[0.13043478260869565, 0.044444444444444446, 0.022727272727272728, 0.023255813953488372]",1.0,6.428571428571429,45,7,-1.0288463,-1.4512676
67,what happened after the youth did as the princess asked ?,explicit,""" now you must go to the castle , and let the trolls whip you one night through for each one of us , "" said she , "" and if you can hold out , you will have delivered us . "" "" yes , "" said the youth , he could manage that . "" when you go in , "" added the princess , "" you will find two lions standing by the door ; but if you pass directly between them , they will do you no harm . go on into a dark little room and lie down , and then the troll will come and beat you ; but after that you must take t",the princesses were out of the ground up to their waists .,the princesses were out of the ground up to their waists .,"he held out , and when the troll had finished , he took the bottle and anointed himself , grasped the sword and killed the troll with it .",0.16666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.052508817618539344,"[0.16666666666666666, 0.034482758620689655, 0.03571428571428571, 0.037037037037037035]",1.0,2.4166666666666665,29,12,0.052508817618539344,"[0.16666666666666666, 0.034482758620689655, 0.03571428571428571, 0.037037037037037035]",1.0,2.4166666666666665,29,12,-1.4386783,-1.4386783
68,what happened because the happy hunter felt he was to blame ?,explicit,"the happy hunter felt that he was to blame for all that had come to pass , and bore his brother 's scornful scolding with humility and patience . he hunted everywhere for the hook most diligently , but it was nowhere to be found . he was at last obliged to give up all hope of finding it . he then went home , and in desperation broke his beloved sword into pieces and made five hundred hooks out of it . he took these to his angry brother and offered them to him , asking his forgiveness , and beggi",bore his brother 's scornful scolding with humility and patience .,he hunted everywhere for the hook most diligently .,bore his brother 's scornful scolding with humility and patience .,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,11,11,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,1.2222222222222223,11,9,1.0698323,-1.1251397
69,who will the youth see if he keeps along the shore ?,explicit,"then the son found he had forgotten his handkerchief , and went down to the boat to get it . but no sooner was he in the boat than it moved off with a rush , and no matter how hard the youth worked against it with the oars , it was all in vain . the boat drove on and on , all night long , and at last he came to a white strand , far , far away . he stepped ashore , and after he had gone a while he met an old man with a great , white beard . "" what is this country called ? "" asked the youth . "" wh",three princesses .,three princesses .,"the first will call you -- and she is the oldest -- and beg you very hard to come to her and help her ; and the next will do the same ; but you must go to neither of them , walk quickly past them , and act as though you neither saw nor heard them .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020685774066901856,"[0.03389830508474576, 0.017241379310344827, 0.017543859649122806, 0.017857142857142856]",1.0,19.333333333333332,58,3,0.020685774066901856,"[0.03389830508474576, 0.017241379310344827, 0.017543859649122806, 0.017857142857142856]",1.0,19.333333333333332,58,3,-1.7778549,-1.7778549
70,what did the smith do as the bannock entered ?,explicit,"but the little bannock had no wish to be eaten up by the miller , so it turned and ran out of the mill , and the miller was so busy that he did not trouble himself to run after it . after this it ran on , and on , and on , till it came to the smithy , and it popped in there to see what it could see . the smith was busy at the anvil making horse - shoe nails , but he looked up as the wee bannock entered .",made horse - shoe nails .,pick up his hammer and ran after it .,he looked up as the wee bannock .,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.3333333333333333,8,6,0.15662030188557857,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",0.8824969025845955,0.8888888888888888,8,9,-1.5726856,-1.4290302
71,what made the man the lord of all the beasts of the forest ?,explicit,"then the young king grew very sad , and went about day in , day out , with no other thought than getting back to his queen . "" i must try and see whether i can not find out where whiteland is , "" thought he , and wandered forth into the wide world . after he had gone a while he came to a hill ; and there he met one who was the lord of all the beasts of the forest -- for they came when he blew his horn -- and him the king asked where whiteland was . "" that i do not know , "" said he , "" but i will",they came when he blew his horn .,they came when he blew his horn .,he blew his horn -- and him the king asked where whiteland was .,0.4210526315789474,0.3529411764705882,0.4210526315789474,0.4210526315789474,0.4210526315789474,0.3529411764705882,0.4210526315789474,0.4210526315789474,0.25748661016289676,"[0.4, 0.2857142857142857, 0.23076923076923078, 0.16666666666666666]",1.0,1.75,14,8,0.25748661016289676,"[0.4, 0.2857142857142857, 0.23076923076923078, 0.16666666666666666]",1.0,1.75,14,8,-0.6621998,-0.6621998
72,how was the matter settled ?,explicit,"so the matter was settled by this talk , and the two brothers each started out to try the other 's occupation , little dreaming of all that would happen . it was very unwise of them , for the happy hunter knew nothing of fishing , and the skillful fisher , who was bad tempered , knew as much about hunting .",by their talk .,by this talk .,"by this talk , and the two brothers each started out to try the other 's occupation , little dreaming of all that would happen .",0.15384615384615383,0.0,0.15384615384615383,0.15384615384615383,0.23076923076923078,0.16666666666666669,0.23076923076923078,0.23076923076923078,0.05551277111446364,"[0.14814814814814814, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,6.5,26,4,0.09186672262412118,"[0.18518518518518517, 0.11538461538461539, 0.08, 0.041666666666666664]",1.0,6.5,26,4,-1.248224,-1.3345149
73,what did the wife pride herself on in her youth ?,explicit,"he found his wife very anxious , wondering what had happened to make him so late . he soon told her all that had passed since he left home that afternoon . she was quite as happy as her husband when he showed her that the ugly lump had disappeared from his face , for in her youth she had prided herself on his good looks , and it had been a daily grief to her to see the horrid growth .",her husband 's good looks .,his good looks .,his good looks .,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,0.4056114983537769,"[0.8, 0.75, 0.6666666666666666, 0.5]",0.6065306597126334,0.6666666666666666,4,6,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,4,4,-0.48308724,1.1501161
74,where was the monkey island ?,explicit,"then the doctor told the dragon king that some distance to the south there was a monkey island where a great many monkeys lived . "" if only you could capture one of these monkeys ? "" said the doctor . "" how can any of my people capture a monkey ? "" said the dragon king , greatly puzzled . "" the monkeys live on dry land , while we live in the water ; and out of our element we are quite powerless ! i do n't see what we can do ! "" "" that has been my difficulty too , "" said the doctor . "" but amongs",some distance south .,some distance to the south .,"in the water , while we live in the water , and out of our element we are quite powerless .",0.0,0.0,0.0,0.0,0.08695652173913045,0.0,0.08695652173913045,0.08695652173913045,0.05809665204409193,"[0.09090909090909091, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,5.25,21,4,0.06429451441231726,"[0.13636363636363635, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,3.5,21,6,-1.6095722,-1.5048293
75,why couldn't the old woman catch up to the bannock ?,explicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he","she was old , and the bannock was young , and it ran faster than she did , and escaped over the hill behind the house .",she was old and tha bananock was young .,"she ran after it as fast as her legs would carry her , holding her spindle in one hand and her distaff in the other .",0.2127659574468085,0.0,0.1702127659574468,0.1702127659574468,0.125,0.0,0.125,0.125,0.06352530694870355,"[0.2962962962962963, 0.038461538461538464, 0.04, 0.041666666666666664]",0.9622687143632572,0.9629629629629629,26,27,0.05551277111446364,"[0.14814814814814814, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,2.888888888888889,26,9,-1.1142173,-1.48251
76,what was the fisher's son's name ?,explicit,"on they went , on and on and one , till they reached a cottage which was thatched with heather . with a bound the deer sprang on the roof , and lay down where none could see her , but as she did so she called out , ' go in , fisher 's son , and eat and drink while you may . ' so he entered and found food and wine on the table , but no man , for the house belonged to some robbers , who were still away at their wicked business . after ian , the fisher 's son , had eaten all he wanted , he hid hims",ian .,ian .,"the fisher 's son had eaten all he wanted , he hid himself behind a great cask , and very soon he heard a noise , as of men coming through the heather , and the small twigs snapping under their feet .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027991033184405684,"[0.045454545454545456, 0.023255813953488372, 0.023809523809523808, 0.024390243902439025]",1.0,21.5,43,2,0.027991033184405684,"[0.045454545454545456, 0.023255813953488372, 0.023809523809523808, 0.024390243902439025]",1.0,21.5,43,2,-2.1927094,-2.1927094
77,why did all the country people love paul ?,explicit,"he was always accompanied on these occasions by an enormous grey - headed raven , who lived in the cave along with him , and who was his bosom friend and companion . the islanders feared this bird of ill omen as much , perhaps , as they feared its master ; for , although they went to consult snorro in all their difficulties and perplexities , and bought medicines and love - potions from him , they always looked upon him with a certain dread , feeling that there was something weird and uncanny ab","he was so skilled in knightly exercises , and had such a sweet and loving nature .",he was so skilled in knightly exercises .,"he was so skilled in knightly exercises , and had such a sweet and loving nature , that no one could help being fond of him .",0.7692307692307693,0.7567567567567568,0.7692307692307693,0.7692307692307693,0.45161290322580644,0.41379310344827586,0.45161290322580644,0.45161290322580644,0.5923033072023249,"[0.6428571428571429, 0.5925925925925926, 0.5769230769230769, 0.56]",1.0,1.588235294117647,27,17,0.24903286388467735,"[0.32142857142857145, 0.25925925925925924, 0.23076923076923078, 0.2]",1.0,3.375,27,8,0.45834696,0.023391038
78,what happened because the old man never learned to dance ?,explicit,"the old man now stood up and opened his fan and began to dance . but he had never learned to dance , and knew nothing about the necessary gestures and different positions . he thought that anything would please the demons , so he just hopped about , waving his arms and stamping his feet , imitating as well as he could any dancing he had ever seen .",he knew nothing about the necessary gestures and different positions .,he knew nothing about the necessary gestures and different positions .,he had never learned to dance and knew nothing about the necessary gestures and different positions .,0.7692307692307693,0.6666666666666667,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6666666666666667,0.7692307692307693,0.7692307692307693,0.5856596027429395,"[0.6666666666666666, 0.5882352941176471, 0.5625, 0.5333333333333333]",1.0,1.5454545454545454,17,11,0.5856596027429395,"[0.6666666666666666, 0.5882352941176471, 0.5625, 0.5333333333333333]",1.0,1.5454545454545454,17,11,0.3320067,0.3320067
79,where did the old woman take the gentleman after he apologized ?,explicit,"left to himself , the full horror of his coming death rushed upon the young man , and he understood that he had thrown away his sole chance of life . well , if he must , he must , he said to himself , and began to run as fast as he could after the old crone , who by this time could scarcely be seen , even in the moonlight . who would have believed a woman past ninety could walk with such speed ? it seemed more like flying ! but at length , breathless and exhausted , he reached her side , and gas",a small house .,a small house in which the priest lived .,a small house in which the priest lived .,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.5454545454545454,1.0,1.0,1.0,1.0,0.2777619034011791,"[0.5, 0.3333333333333333, 0.25, 0.14285714285714285]",1.0,2.25,9,4,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,9,9,0.050279602,1.0543773
80,who did the youth chose to be his queen ?,explicit,"but when he came out in the morning , the princesses were out of the ground up to their ankles . the third night came a troll who had nine heads and nine whips , and he beat and whipped the youth so severely that at last he fainted . then the troll took him and flung him against the wall , and as he did so the bottle fell down , and its whole contents poured over the youth , and he was at once sound and whole again . then he did not delay , but grasped the sword , killed the troll , and when he ",the youngest .,the youngest .,"the youngest of them to be his queen , and lived long long with her in peace and happiness .",0.19999999999999998,0.1111111111111111,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.1111111111111111,0.19999999999999998,0.19999999999999998,0.08638804535733371,"[0.19047619047619047, 0.1, 0.05263157894736842, 0.05555555555555555]",1.0,6.666666666666667,20,3,0.08638804535733371,"[0.19047619047619047, 0.1, 0.05263157894736842, 0.05555555555555555]",1.0,6.666666666666667,20,3,-1.0244399,-1.0244399
81,why was andrew far wealthier than his brother ?,explicit,"but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been ch",they took along the schooner and all the gold and silver and all the treasure which had been left in the hut .,"he took along the schooner , and all the gold and silver and all the treasure .","he saw that they were related to him , and they became very good friends .",0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1379310344827586,0.0,0.1379310344827586,0.1379310344827586,0.05906281095039783,"[0.23529411764705882, 0.0625, 0.06666666666666667, 0.07142857142857142]",0.645648526427892,0.6956521739130435,16,23,0.10805865191250984,"[0.29411764705882354, 0.125, 0.06666666666666667, 0.07142857142857142]",0.9394130628134758,0.9411764705882353,16,17,-1.3360579,-1.4442637
82,who was the only one who did not dance ?,explicit,"they filled it completely and more , and still more of them came in . then the walls began to crack , and the little hut spread out at all corners , and grew so splendid and magnificent that the wealthiest merchant could not have had its equal ; it was almost like being in a royal castle . tables were covered with the most exquisite silver and gold . when they had eaten they began to dance . under cover of the noise , andrew crept to the look - out at the side of the roof , and climbed down . th",the bride .,the bride .,the bride .,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,3,3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,3,3,1.1172024,1.1172024
83,what did countess fraukirk and snorro the dwarf do before they parted ?,explicit,"but the wily countess offered him much gold , and bribed him higher and higher , first with wealth , then with success , and lastly she promised to obtain for him a high post at the court of the king of scotland ; and at that his ambition stirred within him , his determination gave way , and he consented to do what she asked . "" i will summon my magic loom , "" he said , "" and weave a piece of cloth of finest texture and of marvellous beauty ; and before i weave it i will so poison the thread wit",arranged that the piece of cloth should be delivered at the palace of orphir on the day before christmas eve .,arrange that the piece of cloth should be delivered at the palace of orphir .,the piece of cloth should be delivered at the palace of orphir on the day before christmas eve .,0.9473684210526316,0.9444444444444444,0.9473684210526316,0.9473684210526316,0.75,0.7333333333333334,0.75,0.75,0.9000876262522594,"[1.0, 1.0, 1.0, 1.0]",0.9000876262522594,0.9047619047619048,19,21,0.6313922341364886,"[0.7, 0.631578947368421, 0.6111111111111112, 0.5882352941176471]",1.0,1.2666666666666666,19,15,0.57337445,0.020298935
84,what was the happy hunter anxious to do ?,explicit,"now that the hook was found the happy hunter had nothing to keep him in ryn gu , and he was anxious to get back to his own kingdom and to make peace with his angry brother , the skillful fisher ; but the sea king , who had learnt to love him and would fain have kept him as a son , begged him not to go so soon , but to make the sea palace his home as long as ever he liked . while the happy hunter was still hesitating , the two lovely princesses , tayotama and tamayori , came , and with the sweete",get back to his own kingdom and to make peace with his angry brother .,get back to his own kingdom .,"get back to his own kingdom and to make peace with his angry brother , the skillful fisher .",0.9032258064516129,0.896551724137931,0.9032258064516129,0.9032258064516129,0.5217391304347826,0.47619047619047616,0.5217391304347826,0.5217391304347826,0.7404008324993688,"[0.8, 0.7368421052631579, 0.7222222222222222, 0.7058823529411765]",1.0,1.2666666666666666,19,15,0.3014335251508215,"[0.4, 0.3157894736842105, 0.2777777777777778, 0.23529411764705882]",1.0,2.7142857142857144,19,7,0.47070724,-0.16787685
85,who did the demon chief confuse disagreeable old man with ?,explicit,"when the second old man heard these words he ran out of his hiding - place in the tree and , kneeling down before the oni , said : "" i have been waiting for a long time for you to speak ! "" "" ah , you are the old man of yesterday , "" said the demon chief . "" thank you for coming , you must dance for us soon . """,the old man .,the old man of yesterday .,"ah , you are the old man of yesterday .",0.5454545454545454,0.4444444444444445,0.5454545454545454,0.5454545454545454,0.7692307692307693,0.7272727272727273,0.7692307692307693,0.7692307692307693,0.24808415001701817,"[0.45454545454545453, 0.3, 0.2222222222222222, 0.125]",1.0,2.5,10,4,0.5706745777055999,"[0.6363636363636364, 0.6, 0.5555555555555556, 0.5]",1.0,1.6666666666666667,10,6,-0.6775843,-0.102650285
86,how long did the happy hunter stay ?,explicit,"between the sea realm and the earth there was no difference in the night of time , and the happy hunter found that three years went fleeting quickly by in this delightful land . the years pass swiftly when any one is truly happy . but though the wonders of that enchanted land seemed to be new every day , and though the sea king 's kindness seemed rather to increase than to grow less with time , the happy hunter grew more and more homesick as the days passed , and he could not repress a great anx",three years .,three years .,three years went fleeting quickly by in this delightful land .,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.19999999999999998,0.33333333333333337,0.33333333333333337,0.16108992769687397,"[0.3333333333333333, 0.18181818181818182, 0.1, 0.1111111111111111]",1.0,3.6666666666666665,11,3,0.16108992769687397,"[0.3333333333333333, 0.18181818181818182, 0.1, 0.1111111111111111]",1.0,3.6666666666666665,11,3,-0.83229923,-0.83229923
87,where did the princess travel till ?,explicit,"besides these , i want a cloak made of a thousand different kinds of skin ; every animal in your kingdom must give a bit of his skin to it . ' but she thought to herself , ' this will be quite impossible , and i shall not have to marry someone i do not care for . ' the king , however , was not to be turned from his purpose , and he commanded the most skilled maidens in his kingdom to weave the three dresses , one as golden as the sun , and one as silver as the moon , and one as shining as the st",a large forest .,till she came to a large forest .,the whole night till she came to a large forest .,0.4615384615384615,0.3636363636363636,0.4615384615384615,0.4615384615384615,0.8235294117647058,0.8,0.8235294117647058,0.8235294117647058,0.317023313852343,"[0.4166666666666667, 0.36363636363636365, 0.3, 0.2222222222222222]",1.0,2.75,11,4,0.7102992180127422,"[0.75, 0.7272727272727273, 0.7, 0.6666666666666666]",1.0,1.375,11,8,-0.54376,0.21381819
88,what did ryn jin's two daughters bring the happy hunter ?,explicit,"when the sea king had finished speaking he turned to his two daughters and bade them bring him the two tide - jewels of the sea . the two princesses bowed low , rose and glided out of the hall . in a few minutes they returned , each one carrying in her hands a flashing gem which filled the room with light . as the happy hunter looked at them he wondered what they could be . the sea king took them from his daughters and said to his guest : "" these two valuable talismans we have inherited from our",two tide - jewels of the sea .,the two tide - jewels of the sea .,the two tide - jewels of the sea .,0.923076923076923,0.9090909090909091,0.923076923076923,0.923076923076923,1.0,1.0,1.0,1.0,0.8801117367933934,"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571]",1.0,1.125,9,8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,9,9,0.84190536,1.0127838
89,"what happened because there were great, ugly rats by the thousands ?",explicit,"here he again sold his cat , and this time he received two hundred dollars for her , and that without any haggling . but when he had sailed off and was out at sea a way , there sat the cat up in the mast . and the storm at once began again , and finally he was again driven to a land in which he had never been . again he turned in at a tavern , and there the table was also covered with switches ; but every switch was a yard and a half long , and as thick as a small broom , and the people told him",only with toil and trouble could one manage to shove a bite of something into one 's mouth once in a while .,only with toil and trouble could one manage to shove a bite of something into one 's mouth once in a while .,"a bite of something into one 's mouth once in a while , so hard was it to defend oneself against the rats .",0.5909090909090909,0.5238095238095238,0.5454545454545454,0.5454545454545454,0.5909090909090909,0.5238095238095238,0.5454545454545454,0.5454545454545454,0.5053483543335474,"[0.6, 0.5, 0.4782608695652174, 0.45454545454545453]",1.0,1.0434782608695652,24,23,0.5053483543335474,"[0.6, 0.5, 0.4782608695652174, 0.45454545454545453]",1.0,1.0434782608695652,24,23,-0.24069288,-0.24069288
90,why did the cook think the many-furred creature was a witch ?,explicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a","she always put something in the soup , so that it is much better and tastes nicer to the king than any that he cooked .","they always put something in the soup , so that it is much better and tatses nicer to the king than any that i cook .","he always put something in the soup , so that it is much better and tastes nicer to the king than any that i cook .",0.9166666666666666,0.8695652173913043,0.875,0.875,0.9166666666666666,0.8695652173913043,0.9166666666666666,0.9166666666666666,0.8605595021006786,"[0.9259259259259259, 0.8461538461538461, 0.84, 0.8333333333333334]",1.0,1.0,26,26,0.8590888738245122,"[0.9259259259259259, 0.8846153846153846, 0.84, 0.7916666666666666]",1.0,1.0,26,26,0.2525935,-0.21866623
91,what will the skillful fisher have done while the happy hunter was away ?,explicit,"nothing would appease the anger of the skillful fisher , for he had a bad disposition , and had always hated his brother because of his virtues , and now with the excuse of the lost fishing hook he planned to kill him and to usurp his place as ruler of japan . the happy hunter knew all this full well , but he could say nothing , for being the younger he owed his elder brother obedience ; so he returned to the seashore and once more began to look for the missing hook . he was much cast down , for",usurped his brother 's place as ruler of the land .,usurp the throne .,telling him all that had happened to him in the sea king 's palace and what wonderful adventures had led to the finding of the hook .,0.16666666666666669,0.058823529411764705,0.16666666666666669,0.16666666666666669,0.06896551724137931,0.0,0.06896551724137931,0.06896551724137931,0.06716472052354858,"[0.17857142857142858, 0.07407407407407407, 0.038461538461538464, 0.04]",1.0,2.4545454545454546,27,11,0.04970745472800838,"[0.10714285714285714, 0.037037037037037035, 0.038461538461538464, 0.04]",1.0,6.75,27,4,-1.1959563,-1.4933504
92,where did the bannock escape to after running away from the tailors ?,explicit,"so she jumped up with her lint and her lint cards , and the tailor jumped up with his great shears , and one apprentice grasped the line measure , while another took up the saucer full of pins ; and they all tried to catch the wee bannock . but it dodged them round and round the fire , and at last it got safely out of the door and ran down the road , with one of the apprentices after it , who tried to snip it in two with his shears . it ran too quickly for him , however , and at last he stopped ",a tiny cottage by the roadside .,a tiny cottage .,a tiny cottage by the roadside .,1.0,1.0,1.0,1.0,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7,7,0.3655552228545123,"[0.625, 0.42857142857142855, 0.3333333333333333, 0.2]",1.0,1.75,7,4,1.0726036,0.41242123
93,why did snorro the dwarf welcomed countess fraukirk gladly ?,explicit,"countess fraukirk ... hidden behind a curtain ... overheard every word . ] next day a boat went speeding over the narrow channel of water that separates pomona ( on the mainland ) from hoy . in it sat a woman , but who she was , or what she was like , no one could say , for she was covered from head to foot with a black cloak , and her face was hidden behind a thick , dark veil . snorro the dwarf knew her , even before she laid aside her trappings , for countess fraukirk was no stranger to him .",she had always paid him well for his services in yellow gold .,she had always paid him well for his services in yellow gold .,"he had heard the nature of her errand his smiling face grew grave again , and he shook his head .",0.12903225806451615,0.0,0.12903225806451615,0.12903225806451615,0.12903225806451615,0.0,0.12903225806451615,0.12903225806451615,0.0690889519686715,"[0.18181818181818182, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,1.6153846153846154,21,13,0.0690889519686715,"[0.18181818181818182, 0.047619047619047616, 0.05, 0.05263157894736842]",1.0,1.6153846153846154,21,13,-1.2240976,-1.2240976
94,what did the old grey man ask from the eldest son ?,explicit,"there was once a man who had three sons . the youngest of them was called dullhead , and was sneered and jeered at and snubbed on every possible opportunity . one day it happened that the eldest son wished to go into the forest to cut wood , and before he started his mother gave him a fine rich cake and a bottle of wine , so that he might be sure not to suffer from hunger or thirst . when he reached the forest he met a little old grey man who wished him ' good - morning , ' and said : ' do give ",a piece of his cake and a draught of his wine .,a piece of cake and a draught of the wine .,"do give me a piece of that cake you have got in your pocket , and let me have a draught of your wine .",0.5294117647058824,0.25000000000000006,0.5294117647058824,0.5294117647058824,0.5454545454545454,0.2580645161290322,0.5454545454545454,0.5454545454545454,0.1532685994792829,"[0.4230769230769231, 0.24, 0.125, 0.043478260869565216]",1.0,2.0833333333333335,25,12,0.1532685994792829,"[0.4230769230769231, 0.24, 0.125, 0.043478260869565216]",1.0,2.272727272727273,25,11,-0.36340317,-0.30012846
95,why did the man find it impossible to walk quietly ?,explicit,"the sun had long set , and the young moon had risen like a silver crescent in the sky . the old man suddenly realized how late it was and began to hurry home . he patted his right cheek all the time , as if to make sure of his good fortune in having lost the wen . he was so happy that he found it impossible to walk quietly -- he ran and danced the whole way home .",he was so happy .,he was so happy .,he ran and danced the whole way home .,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.15619699684601276,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.8,9,5,0.15619699684601276,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.8,9,5,-1.053588,-1.053588
96,what did the man see after he had sailed off and was out at sea a way ?,explicit,"here he again sold his cat , and this time he received two hundred dollars for her , and that without any haggling . but when he had sailed off and was out at sea a way , there sat the cat up in the mast . and the storm at once began again , and finally he was again driven to a land in which he had never been . again he turned in at a tavern , and there the table was also covered with switches ; but every switch was a yard and a half long , and as thick as a small broom , and the people told him",the cat .,the cat up in the mast .,the cat up in the mast .,0.5,0.33333333333333337,0.5,0.5,1.0,1.0,1.0,1.0,0.2626909894424158,"[0.5, 0.2857142857142857, 0.16666666666666666, 0.2]",1.0,2.3333333333333335,7,3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7,7,-0.37661168,1.0625669
