id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
71,how did the gentleman anger the old woman ?,implicit,"' sir , ' she said , ' i know all that has happened to you , and how you are seeking if in any wise you can save your life . but there is none that can answer that question save only i myself , if you will promise to do all i ask . ' at her words the prisoner felt as if a load had all at once been rolled off him . ' oh , save me , and i will do anything ! ' he cried . ' it is so hard to leave the world and go out into the darkness . ' ' you will not need to do that , ' answered the old woman , '",he mentioned their age difference .,"he said "" you must be a hundred at least ! "" .",1. how you are seeking if in any wise you can save your life 2. if you will promise to do all i ask 3. it is hard to leave the world and go out into the darkness 4. the flash of anger which darted from her eyes made him feel uncomfortable,0.0,0.0,0.0,0.0,0.03278688524590165,0.0,0.03278688524590165,0.03278688524590165,0.021431504804105744,"[0.03508771929824561, 0.017857142857142856, 0.01818181818181818, 0.018518518518518517]",1.0,9.333333333333334,56,6,0.023717858878674416,"[0.05263157894736842, 0.017857142857142856, 0.01818181818181818, 0.018518518518518517]",1.0,4.3076923076923075,56,13,-1.7280883,-1.8060882
72,what will happen because the monkey is clever ?,implicit,"the monkey grew more and more curious and suspicious , and urged the jelly fish to tell him for what his liver was wanted , and ended up by appealing to his hearer 's feelings by saying that he was very troubled at what he had been told . then the jelly fish , seeing how anxious the monkey looked , was sorry for him , and told him everything . how the dragon queen had fallen ill , and how the doctor had said that only the liver of a live monkey would cure her , and how the dragon king had sent h",the monkey will escape .,he might escape .,"1. the monkey grew more and more curious and suspicious 2. what his liver was wanted 3. how the dragon queen had fallen ill 4. how the doctor had said that only the liver of a live monkey would cure her , and how the dragon king had sent him to find one",0.07142857142857144,0.037037037037037035,0.07142857142857144,0.07142857142857144,0.0,0.0,0.0,0.0,0.029772075064752813,"[0.06896551724137931, 0.03508771929824561, 0.017857142857142856, 0.01818181818181818]",1.0,11.4,57,5,0.021052036168281635,"[0.034482758620689655, 0.017543859649122806, 0.017857142857142856, 0.01818181818181818]",1.0,14.25,57,4,-1.5630897,-1.8723513
73,how did the wife and wife's daughter treat the man's daughter ?,implicit,"but the wife answered : ' if your daughter is wet already , it is all the more reason that she should go and get the axe . besides , she is a great strong girl , and a little rain will not hurt her , while my daughter would be sure to catch a bad cold . ' by long experience the man knew there was no good saying any more , and with a sigh he told the poor girl she must return to the forest for the axe . ' that is a good girl , ' said one ; ' i really was too weak to stretch out a wing before she ",badly .,terribly .,the stepmother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6389431042462724,"[0.3333333333333333, 0.5, 1.0, 1.0]",1.0,1.0,2,2,0.6389431042462724,"[0.3333333333333333, 0.5, 1.0, 1.0]",1.0,1.0,2,2,-0.9417078,-1.0000253
74,what will happen after the prince succeeds in bringing the mare back safely the third day ?,implicit,"on the third day the prince led the mare to the meadow again ; but once more she vanished before his eyes . then the prince took out his little bell and rang it three times . in a moment the king of the fishes appeared , and said to him : ' i know quite well what you want me to do , and i will summon all the fishes of the sea together , and tell them to bring you back the mare , who is hiding herself in a river . ' towards evening the mare was returned to him , and when he led her home to the mo",he will receive a reward .,he will get a reward .,"1. the prince led the mare to the meadow again 2. summon all the fishes of the sea 3. the king of the fishes appeared , and said to him : ' i know quite well what you want me to do , and i will summon all the fishes of the sea together , and tell them to bring you back the mare 4. the prince begged for a foal of the mare , which the mother dragon at once gave him , and over and above , a cloak made of gold , for she had fallen in love with him because he had praised her beauty .",0.05714285714285714,0.0,0.03809523809523809,0.03809523809523809,0.05714285714285714,0.0,0.03809523809523809,0.03809523809523809,0.013175518393378601,"[0.043478260869565216, 0.008771929824561403, 0.008849557522123894, 0.008928571428571428]",1.0,19.0,114,6,0.013175518393378601,"[0.043478260869565216, 0.008771929824561403, 0.008849557522123894, 0.008928571428571428]",1.0,19.0,114,6,-1.6071833,-1.680408
75,what did maie want to do to bring luck in fishing ?,implicit,"' what are you thinking of ? ' asked matte . ' nothing , ' said his wife ; but all the time she was pondering over some magic rhymes she had heard in her childhood from an old lame man , which were supposed to bring luck in fishing . ' what if i were to try ? ' thought she . now this was saturday , and on saturday evenings matte never set the herring - net , for he did not fish on sunday . towards evening , however , his wife said : ' let us set the herring - net just this once . '",try magic rhymes .,recite magic rhymes .,1. nothing 2. magic rhymes 3. from an old lame man 4. unknown,0.25,0.14285714285714285,0.25,0.25,0.25,0.14285714285714285,0.25,0.25,0.10216198665886358,"[0.2222222222222222, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,4.25,17,4,0.10216198665886358,"[0.2222222222222222, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,4.25,17,4,-1.1213182,-1.1210765
76,why did the king put a gold ring on the maiden's finger ?,implicit,"the king danced again with the beautiful maiden , and thought she had never looked so beautiful . and while he was dancing , he put a gold ring on her finger without her seeing it , and he commanded that the dance should last longer than usual . when it was finished he wanted to keep her hands in his , but she broke from him , and sprang so quickly away among the people that she vanished from his sight . she ran as fast as she could to her little room under the stairs , but because she had staye",to figure out who she was .,so that he can find her later .,1. the king commanded that the dance should last longer than usual 2. the king commanded that the dance should last longer than usual 3. the king put a gold ring on the maiden's finger,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.046511627906976744,0.03172629746109536,"[0.05128205128205128, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,5.428571428571429,38,7,0.03511091977922844,"[0.07692307692307693, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,4.75,38,8,-1.3578933,-1.4710964
77,how did the young men feel after matte and maie fed them ?,implicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",grateful .,thankful .,1. the herring 2. some cold meat 3. the students ate enough for six 4. ahti sat with a woeful expression and whined on the shore as long as he could see a flip of the boat 's white sail in the distance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02558174341959753,"[0.041666666666666664, 0.02127659574468085, 0.021739130434782608, 0.022222222222222223]",1.0,23.5,47,2,0.02558174341959753,"[0.041666666666666664, 0.02127659574468085, 0.021739130434782608, 0.022222222222222223]",1.0,23.5,47,2,-1.9569949,-1.8768789
78,why did harold think about snorro after he was angered by his brother's engagement to lady morna ?,implicit,"now , when the countess fraukirk had been away upon her wicked errand , strange things were happening at the castle at kirkwall . for harold , encouraged by his brother 's absence , offered his heart and hand once more to the lady morna . once more she refused him , and in order to make sure that the scene should not be repeated , she told him that she had plighted her troth to his brother . when he heard that this was so , rage and fury were like to devour him . mad with anger , he rushed from ",he could receive help from snorro .,he used to visit snorro with his aunt in the past .,harold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002084373819661083,"[0.5, 1.0, 1.0, 1.0]",0.0024787521766663585,0.14285714285714285,1,7,1.4044400323157705e-05,"[0.5, 1.0, 1.0, 1.0]",1.670170079024566e-05,0.08333333333333333,1,12,-1.040614,-1.2910101
79,how did the king feel when his wife died ?,implicit,"there was once upon a time a king who had a wife with golden hair , and she was so beautiful that you could n't find anyone like her in the world . it happened that she fell ill , and when she felt that she must soon die , she sent for the king , and said , ' if you want to marry after my death , make no one queen unless she is just as beautiful as i am , and has just such golden hair as i have . promise me this . ' after the king had promised her this , she closed her eyes and died . for a long",devastated .,he felt very sad .,1. she fell ill 2. if you want to marry after my death 3. she fell ill 4. she closed her eyes and died,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327969719414172,"[0.06896551724137931, 0.03571428571428571, 0.037037037037037035, 0.038461538461538464]",1.0,14.0,28,2,0.04327969719414172,"[0.06896551724137931, 0.03571428571428571, 0.037037037037037035, 0.038461538461538464]",1.0,5.6,28,5,-1.2320584,-1.4356145
80,what will countess fraukirk do the next day ?,implicit,""" let us hold our peace till after yule , "" she pleaded . "" it will be a joy to keep our secret to ourselves for a little space ; there will be time enough then to let all the world know . "" rather reluctantly , earl paul agreed ; and next day he set off for the palace at orphir , leaving his lady - love behind him . little he guessed the danger he was in ! for , all unknown to him , his step - aunt , countess fraukirk , had chanced to be in the hall , the evening before , hidden behind a curtai",meet with snorro the dwarf .,seek snorro 's help to kill paul .,snorro,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.25,0.0,0.25,0.25,0.006737946999085467,"[1.0, 1.0, 1.0, 1.0]",0.006737946999085467,0.16666666666666666,1,6,0.0009118819655545162,"[1.0, 1.0, 1.0, 1.0]",0.0009118819655545162,0.125,1,8,-0.55690116,-1.2173678
81,how did maie feel after she saw the cow ?,implicit,"' what can that be ? ' said the old woman , as she peeped out of the door . ' it looks like a big seal , ' said matte . ' as sure as i live , it 's a cow ! ' exclaimed maie . and certainly it was a cow , a fine red cow , fat and flourishing , and looking as if it had been fed all its days on spinach . it wandered peacefully up and down the shore , and never so much as even looked at the poor little tufts of grass , as if it despised such fare . matte could not believe his eyes . but a cow she se",excited .,excited .,"1. it looks like a big seal 2. it looks like a big seal 3. it wandered peacefully up and down the shore 4. it wandered peacefully up and down the shore , and never so much as even looked at the poor little tufts of grass , as if it despised such fare",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020685774066901856,"[0.03389830508474576, 0.017241379310344827, 0.017543859649122806, 0.017857142857142856]",1.0,29.0,58,2,0.020685774066901856,"[0.03389830508474576, 0.017241379310344827, 0.017543859649122806, 0.017857142857142856]",1.0,29.0,58,2,-1.8130388,-1.8130388
82,why did the king say tomorrow was the princess' wedding day ?,implicit,"now , the king had a daughter , who was just as beautiful as her dead mother , and had just such golden hair . one day when she had grown up , her father looked at her , and saw that she was exactly like her mother , so he said to his councillors , ' i will marry my daughter to one of you , and she shall be queen , for she is exactly like her dead mother , and when i die her husband shall be king . ' but when the princess heard of her father 's decision , she was not at all pleased , and said to",he made her the dresses and coat .,he finished the tasks / requests .,cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007667982759693039,"[0.5, 1.0, 1.0, 1.0]",0.0009118819655545162,0.125,1,8,0.002084373819661083,"[0.5, 1.0, 1.0, 1.0]",0.0024787521766663585,0.14285714285714285,1,7,-1.5904735,-1.2168319
83,why did the people beg the merchant for the cat ?,implicit,""" eating is hard work in this country , "" said the merchant . "" how is it the folk here have no cats ? "" "" cats ? "" said the people : they did not know what they were . then the merchant had the cat that he had bought for the scullion brought , and when the cat went over the table , the mice had to hurry into their holes , and not in the memory of man had the people been able to eat in such comfort . then they begged and implored the merchant to sell them his cat . at last he said he would let t",the cat would scare the mice away .,the people had been able to eat in such comfort .,1. how is it the folk here have no cats ? 2. how is it the folk here have no cats ? 3. how is it the folk here have no cats ? 4. why did the people beg the merchant for the cat ?,0.125,0.04347826086956522,0.08333333333333334,0.08333333333333334,0.07843137254901962,0.04081632653061225,0.07843137254901962,0.07843137254901962,0.03667530253927971,"[0.1, 0.04081632653061224, 0.020833333333333332, 0.02127659574468085]",1.0,6.125,49,8,0.03468535963417663,"[0.08, 0.04081632653061224, 0.020833333333333332, 0.02127659574468085]",1.0,4.454545454545454,49,11,-0.95876527,-1.3813422
84,why didn't the old woman want to take the pig ?,implicit,""" oh , sweet madam mistress , "" she cried , "" spare me my bairn , and take , and thou wilt , the pig instead . "" "" we have no need of bacon where i come from , "" answered the fairy coldly ; "" so give me the laddie and let me begone -- i have no time to waste in this wise . "" "" oh , dear lady mine , "" pleaded the goodwife , "" if thou wilt not have the pig , wilt thou not spare my poor bairn and take me myself ? "" the fairy stepped back a little , as if in astonishment . "" art thou mad , woman , """,she did not eat bacon .,she had no need of bacon .,"1. oh , sweet madam mistress 2. if thou wilt not have the pig 3. why didn't the old woman want to take a plain - looking , red - eyed , dowdy wife like thee with them ? 4. why didn't the old woman want to take the pig ?",0.0392156862745098,0.0,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0,0.0,0.02415323056907324,"[0.05357142857142857, 0.01818181818181818, 0.018518518518518517, 0.018867924528301886]",1.0,9.166666666666666,55,6,0.021824907535865135,"[0.03571428571428571, 0.01818181818181818, 0.018518518518518517, 0.018867924528301886]",1.0,7.857142857142857,55,7,-1.7571098,-1.8047792
85,how did the robbers feel after they realized someone had been eating their dinner ?,implicit,"on they went , on and on and one , till they reached a cottage which was thatched with heather . with a bound the deer sprang on the roof , and lay down where none could see her , but as she did so she called out , ' go in , fisher 's son , and eat and drink while you may . ' so he entered and found food and wine on the table , but no man , for the house belonged to some robbers , who were still away at their wicked business . after ian , the fisher 's son , had eaten all he wanted , he hid hims",angry .,angry .,1. the house belonged to some robbers 2. the house belonged to some robbers 3. they were still away at their wicked business 4. there was hardly enough for ourselves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03551851328486764,"[0.05714285714285714, 0.029411764705882353, 0.030303030303030304, 0.03125]",1.0,17.0,34,2,0.03551851328486764,"[0.05714285714285714, 0.029411764705882353, 0.030303030303030304, 0.03125]",1.0,17.0,34,2,-1.6830312,-1.6830312
86,what will andrew do after john nicholas maroons him on the island ?,implicit,"but his brother complained of being weary , and at length they decided to remain there for the night . when andrew awoke he found himself alone ; and he saw neither brother nor boat , until he came to the highest point of the island . then he discovered him far out , darting for land like a sea - gull . andrew did not understand the whole affair . there were still provisions there , as well as a dish of curd , his gun and various other things . so andrew wasted but little time in thought . "" he ",build a boat .,find a way off the island .,"1. john nicholas marooned him on the island 2. to be able to keep their inheritance for himself 3. to be able to keep their inheritance for himself 4. he realized that his brother had marooned him on this barren island in order to be able to keep their inheritance for himself , and not have to divide it",0.0,0.0,0.0,0.0,0.0625,0.03225806451612903,0.0625,0.0625,0.01903035925309475,"[0.03125, 0.015873015873015872, 0.016129032258064516, 0.01639344262295082]",1.0,15.75,63,4,0.026912992152558917,"[0.0625, 0.031746031746031744, 0.016129032258064516, 0.01639344262295082]",1.0,9.0,63,7,-1.7664231,-1.1829442
87,what happened because the happy hunter was quite hidden among the branches of the trees ?,implicit,"he said not a word , however , but silently gazed at them through the foliage of the trees , waiting to see what they would do . he saw that in their hands they carried golden buckets . slowly and gracefully in their trailing garments they approached the well , standing in the shade of the katsura trees , and were about to draw water , all unknowing of the stranger who was watching them , for the happy hunter was quite hidden among the branches of the tree where he had posted himself .",the women did not know he was there .,they were unaware they were being watched .,1. the happy hunter was quite hidden among the branches of the tree where he had posted himself 2. what happened because the happy hunter was quite hidden among the branches of the tree where he had posted himself 3. the tree where he had posted himself 4. the happy hunter was quite hidden among the branches of the tree where he had posted himself,0.08219178082191782,0.0,0.08219178082191782,0.08219178082191782,0.0,0.0,0.0,0.0,0.021832817752113123,"[0.07142857142857142, 0.014492753623188406, 0.014705882352941176, 0.014925373134328358]",1.0,7.666666666666667,69,9,0.0173630008847612,"[0.02857142857142857, 0.014492753623188406, 0.014705882352941176, 0.014925373134328358]",1.0,8.625,69,8,-1.577629,-1.3673888
88,who was the mother of andrew's children ?,implicit,"but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been ch",the bride .,the bride he had rescued .,cock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11380295453101374,"[0.5, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.0056659154777004925,"[0.5, 1.0, 1.0, 1.0]",0.006737946999085467,0.16666666666666666,1,6,-1.4831525,-1.6249831
89,why did the jelly fish invite the monkey back with him ?,implicit,""" well , "" said the chief steward , "" if you depend on your strength or dexterity you will never catch a monkey . the only way is to play a trick on one ! "" "" how can i play a trick on a monkey ? i do n't know how to do it , "" said the perplexed jelly fish . "" this is what you must do , "" said the wily chief steward . "" when you approach the island of monkeys and meet some of them , you must try to get very friendly with one . tell him that you are a servant of the dragon king , and invite him t",he needed to bring the monkey for the king .,he was ordered to by the dragon king and steward .,the chief steward,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.30769230769230765,0.0,0.30769230769230765,0.30769230769230765,0.05210158044842422,"[0.5, 0.3333333333333333, 0.5, 1.0]",0.09697196786440505,0.3,3,10,0.04131510728455004,"[0.75, 0.3333333333333333, 0.5, 1.0]",0.06948345122280151,0.2727272727272727,3,11,-1.3982579,-1.1409885
90,how did the widowed mistress feel after she needed to give her son to the old woman ?,implicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",sad .,very sad .,"1. what i like to ask -- your son 2. what i like to ask -- your son 3. the widowed mistress gave a piteous cry 4. the fairy stood her ground , hard and cruel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03011857955989304,"[0.04878048780487805, 0.025, 0.02564102564102564, 0.02631578947368421]",1.0,20.0,40,2,0.03011857955989304,"[0.04878048780487805, 0.025, 0.02564102564102564, 0.02631578947368421]",1.0,13.333333333333334,40,3,-1.6289366,-1.4381019
91,what did the gentleman reveal when he was at the trial ?,implicit,"the hall was full to overflowing when the prisoner entered it , and all marvelled at the brightness of his face . the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne , and , if so , to be quick in setting it forth . with a low bow the youth made answer in a clear voice : ' o my lord and gracious king , and you , nobles and wise men of the land , i leave my cause without fear in your hands , knowing that you will listen and judg",the prince was adopted .,the queen adopted in secret the baby of a poor quarryman .,1. the king 2. if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 3. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 4. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 5. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 6. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 7. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 8. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 9. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne 10. the king inquired if he had any excuse to plead for the high treason he had committed by striking the heir to the throne,0.008733624454148473,0.0,0.008733624454148473,0.008733624454148473,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.005612319707268587,"[0.012711864406779662, 0.00425531914893617, 0.004273504273504274, 0.004291845493562232]",1.0,47.0,235,5,0.006030830005211525,"[0.01694915254237288, 0.00425531914893617, 0.004273504273504274, 0.004291845493562232]",1.0,19.583333333333332,235,12,-1.6975945,-1.5922066
92,how did the widowed mistress feel while she thought of selling the pig ?,implicit,"at any rate , his poor young wife was sorely to be pitied , for she was left with a little baby - boy to bring up , and , as times were bad , she had not much to live on . but she loved her baby dearly , and worked all day amongst her cows , and pigs , and hens , in order to earn enough money to buy food and clothes for both herself and him . now , on the morning of which i am speaking , she rose very early and went out to feed her pigs , for rent - day was coming on , and she intended to take o",happy .,very happy .,"1. his poor young wife was sorely to be pitied 2. his poor young wife was sorely to be pitied 3. she was left with a little baby - boy to bring up , and , as times were bad , she had not much to live on 4. her heart was light 5. she hummed a little song to herself as she crossed the yard with her bucket on one arm and her baby - boy on the other .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01391004452078366,"[0.022988505747126436, 0.011627906976744186, 0.011764705882352941, 0.011904761904761904]",1.0,43.0,86,2,0.01391004452078366,"[0.022988505747126436, 0.011627906976744186, 0.011764705882352941, 0.011904761904761904]",1.0,28.666666666666668,86,3,-1.8930489,-1.8147885
93,why did everyone acknowledge the gentleman as the next king ?,implicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years",the prince was adopted .,"the king said "" and let everyman present swear to acknowledge him as king , after my death "" .",1. the rings 2. the cross 3. if i am your son or not 4. if i am your son or not,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.052631578947368425,0.0,0.052631578947368425,0.052631578947368425,0.051660454541342535,"[0.1111111111111111, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,5.2,26,5,0.051660454541342535,"[0.1111111111111111, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,1.3,26,20,-1.6944981,-1.1249249
94,how did the disagreeable old man end up with two wens ?,implicit,"the oni were very dissatisfied at this exhibition , and said amongst themselves : "" how badly he dances to - day ! "" then to the old man the demon chief said : "" your performance to - day is quite different from the dance of yesterday . we do n't wish to see any more of such dancing . we will give you back the pledge you left with us . you must go away at once . "" he put up first one hand and then the other to each side of his face to make sure if he were not dreaming a horrible nightmare . no ,",he was a poor dancer .,he danced poorly .,"1. how badly he dances to - day 2. how badly he dances to - day 3. how badly he dances to - day 4. the demon chief said : "" your performance to - day is quite different from the dance of yesterday .",0.046511627906976744,0.0,0.046511627906976744,0.046511627906976744,0.048780487804878044,0.0,0.048780487804878044,0.048780487804878044,0.027142760758873133,"[0.06, 0.02040816326530612, 0.020833333333333332, 0.02127659574468085]",1.0,8.166666666666666,49,6,0.027142760758873133,"[0.06, 0.02040816326530612, 0.020833333333333332, 0.02127659574468085]",1.0,12.25,49,4,-1.323823,-0.9682468
95,how did the widowed mistress find out the old woman's name ?,implicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",the old woman revealed her name in a song .,the fairy sang a song with her name in it .,1. the old woman's name 2. how did the widow find out the old woman's name ? 3. how did the widowed mistress find out the old woman's name ? 4. how did the widowed mistress find out the old woman's name ?,0.1509433962264151,0.07843137254901962,0.1509433962264151,0.1509433962264151,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.03825362884400916,"[0.10416666666666667, 0.0425531914893617, 0.021739130434782608, 0.022222222222222223]",1.0,4.7,47,10,0.030421991288759425,"[0.08333333333333333, 0.02127659574468085, 0.021739130434782608, 0.022222222222222223]",1.0,4.2727272727272725,47,11,-1.2086074,-1.5912704
96,why did the old woman approach the gentleman ?,implicit,"' sir , ' she said , ' i know all that has happened to you , and how you are seeking if in any wise you can save your life . but there is none that can answer that question save only i myself , if you will promise to do all i ask . ' at her words the prisoner felt as if a load had all at once been rolled off him . ' oh , save me , and i will do anything ! ' he cried . ' it is so hard to leave the world and go out into the darkness . ' ' you will not need to do that , ' answered the old woman , '",she knew the answer he was seeking for .,to offer him the counsel he seeked .,1. how you are seeking if in any wise you can save your life 2. how you are seeking if in any wise you can save your life 3. how you are seeking if in any wise you can save your life 4. how you are seeking if in any wise you can save your life,0.03125,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.022122797345607553,"[0.04918032786885246, 0.016666666666666666, 0.01694915254237288, 0.017241379310344827]",1.0,6.666666666666667,60,9,0.019990204006945546,"[0.03278688524590164, 0.016666666666666666, 0.01694915254237288, 0.017241379310344827]",1.0,7.5,60,8,-1.4882827,-1.454978
97,why did the bannock always run to the fire in the houses ?,implicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he",it wanted to warm itself .,it was cold .,the master was cloving the lint,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.18575057999133598,"[0.14285714285714285, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,-1.2961924,-1.5347226
98,what happened after the storm went away ?,implicit,"both rose . the summer night was as dark as if it had been october , the weather - cock creaked , and the storm was raging in every direction . as they went out the sea lay around them as white as now , and the spray was dashing right over the fisher - hut . in all his life matte had never remembered such a night . to launch the boat and put to sea to rescue the net was a thing not to be thought of . the fisherman and his wife stood aghast on the doorstep , holding on fast by the doorpost , whil",a cow appeared .,matte and maie saw a cow outside their home .,matte,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.04186576731652839,"[0.5, 1.0, 1.0, 1.0]",0.049787068367863944,0.25,1,4,0.00012340980408667956,"[1.0, 1.0, 1.0, 1.0]",0.00012340980408667956,0.1,1,10,-1.0493795,-1.7408806
99,why didn't the old woman allow the widowed mistress to kiss the hem of her gown ?,implicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",they needed to focus on their bargain .,she wanted to stick to the bargain .,1. she felt that her rent was safe 2. kissed the hem of the strange lady 's green gown 3. she felt that her rent was safe 4. she would have kissed the hem of the strange lady 's green gown,0.0,0.0,0.0,0.0,0.08333333333333334,0.0,0.08333333333333334,0.08333333333333334,0.02673219555880807,"[0.043478260869565216, 0.022222222222222223, 0.022727272727272728, 0.023255813953488372]",1.0,5.625,45,8,0.0317901171581787,"[0.08695652173913043, 0.022222222222222223, 0.022727272727272728, 0.023255813953488372]",1.0,5.625,45,8,-1.4054505,-1.1926641
100,why did the farmer hastened after the bonze ?,implicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",he believed the bonze stole his pears .,the bonze gave away his pears and broke the axle of his cart .,"1. the farmer , too , had mingled with the crowd 2. the farmer , too , had mingled with the crowd 3. the farmer fell into a rage 4. the farmer fell into a rage and hastened after the bonze as fast as ever he could",0.12,0.041666666666666664,0.08,0.08,0.14285714285714285,0.037037037037037035,0.10714285714285714,0.10714285714285714,0.03522208809549655,"[0.09615384615384616, 0.0392156862745098, 0.02, 0.02040816326530612]",1.0,6.375,51,8,0.03686467508351105,"[0.11538461538461539, 0.0392156862745098, 0.02, 0.02040816326530612]",1.0,3.642857142857143,51,14,-1.687923,-1.3618249
